序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌.1,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度,转债名称.1
166,水晶转债!,128020,水晶光电,2273,电子,123.35,0.17%,1.04%,13.49,1.66%,3.6,0.3%,12.23,3.8,10.3%,110.3,11.8%,转股中,3.96年,1.96年,7.3%,8.1%,11.2,-2.64%,-3.13%,-2.74%,-8.59%,-8.75%,92.02,91.83,27.27,119.1,3.6%,50%,25%,16%,0.73,-0.17,1.64,AA,5.0%,19,水晶转债!
167,济川转债!,110038,济川药业,600566,医药,105.85,-0.34%,0.34%,22.32,-0.89%,0.5,0.1%,38.81,3.19,-42.5%,57.51,84.1%,转股中,2.95年,0.95年,3.5%,2.0%,6.3,0.79%,0.25%,0.68%,-4.08%,-4.26%,95.71,93.93,0.69,94.61,11.9%,36%,49%,15%,0.0,-2.14,2.24,AA,5.0%,26,济川转债!
168,嘉澳转债!,113502,嘉澳环保,603822,城市公用设施,96.77,-0.01%,0.06%,22.52,2.93%,0.4,0.2%,45.04,2.24,-50.0%,50.0,93.5%,转股中,3.94年,1.94年,11.2%,5.6%,1.9,3.92%,3.32%,3.80%,2.93%,2.66%,91.00,89.65,2.3,91.95,5.2%,49%,41%,17%,0.02,-0.99,1.03,AA-,6.0%,37,嘉澳转债!
169,久立转2!,128019,久立特材,2318,石油天然气化工,120.419,0.35%,1.28%,8.8,2.21%,4.6,0.4%,7.92,2.38,11.1%,111.11,8.4%,转股中,3.93年,1.93年,14.0%,15.6%,10.4,-2.36%,-2.80%,-2.45%,-7.40%,-7.62%,92.62,90.92,29.58,120.5,-0.1%,33%,21%,17%,0.74,0.56,0.92,AA,5.0%,21,久立转2!
170,时达转债!,128018,新时达,2527,机械装备制造,95.361,0.07%,-0.14%,4.91,-0.61%,0.5,0.1%,7.45,1.22,-34.1%,65.91,44.7%,转股中,3.93年,1.93年,28.9%,19.0%,8.8,3.85%,3.33%,3.74%,3.67%,3.40%,92.87,91.39,3.81,95.21,0.2%,34%,18%,16%,0.12,0.02,0.22,AA,5.0%,45,时达转债!
171,小康转债!,113016,小康股份,601127,汽车,97.06,0.01%,0.18%,12.71,0.79%,0.7,0.1%,17.12,2.42,-25.8%,74.24,30.7%,转股中,3.93年,1.93年,7.4%,5.5%,8.8,3.37%,2.86%,3.27%,2.80%,2.53%,92.87,91.39,6.13,97.52,-0.5%,30%,17%,16%,0.24,0.23,0.25,AA,5.0%,39,小康转债!
172,金禾转债!,128017,金禾实业,2597,石油天然气化工,116.691,0.95%,-0.93%,19.08,0.05%,1.5,0.2%,22.96,2.64,-16.9%,83.1,40.4%,转股中,3.92年,1.92年,5.6%,4.7%,6.0,-1.57%,-2.02%,-1.66%,-6.05%,-6.27%,92.71,91.01,10.76,101.77,14.7%,35%,37%,17%,0.38,-2.39,3.44,AA,5.0%,17,金禾转债!
173,林洋转债!,113014,林洋能源,601222,能源电力,98.67,0.29%,-0.29%,4.4,0.23%,4.3,0.1%,8.59,0.8,-48.8%,51.22,92.6%,转股中,3.90年,1.90年,38.8%,19.9%,30.0,2.95%,2.44%,2.85%,2.02%,1.74%,93.00,91.51,2.05,93.57,5.5%,36%,36%,16%,0.01,-1.02,1.04,AA,5.0%,26,林洋转债!
174,雨虹转债!,128016,东方雨虹,2271,建筑,123.2,-0.61%,-0.24%,23.7,-1.25%,7.7,0.3%,22.43,4.02,5.7%,105.66,16.6%,转股中,3.81年,1.81年,5.2%,5.5%,18.4,-3.02%,-3.48%,-3.11%,-8.90%,-9.12%,94.05,93.11,22.61,115.72,6.5%,51%,28%,16%,0.68,-0.67,2.07,AA+,4.5%,16,雨虹转债!
175,国君转债!,113013,国泰君安,601211,金融,117.75,-0.51%,0.85%,16.85,0.84%,15.0,0.2%,19.4,1.26,-13.1%,86.86,35.6%,转股中,3.59年,无权,4.7%,4.1%,70.0,-2.09%,-2.56%,-2.18%,无权,无权,无权,95.2,9.73,104.93,12.2%,27%,37%,17%,0.41,-1.84,2.82,AAA,4.0%,22,国君转债!
176,久其转债!,128015,久其软件,2279,计算机及应用,95.588,-0.08%,0.10%,5.67,0.53%,1.0,0.1%,9.48,4.22,-40.2%,59.81,59.8%,转股中,3.52年,1.52年,19.3%,11.6%,7.8,4.65%,3.99%,4.52%,4.30%,3.99%,90.90,87.14,4.87,92.01,3.9%,45%,31%,17%,0.04,-0.74,0.81,A+,7.5%,74,久其转债!
177,模塑转债!,127004,模塑科技,700,汽车,94.992,0.13%,-0.17%,3.73,-2.86%,1.7,0.2%,7.59,1.4,-50.9%,49.14,93.3%,转股中,3.50年,1.50年,26.6%,13.1%,8.2,5.55%,4.75%,5.39%,4.90%,4.55%,94.84,96.7,0.24,96.94,-2.0%,35%,<2%,17%,0.02,0.42,-0.36,AA,5.0%,93,模塑转债!
178,永东转债!,128014,永东股份,2753,石油天然气化工,98.557,-0.09%,0.00%,7.43,-3.26%,0.5,0.1%,12.64,1.8,-41.2%,58.78,67.7%,转股中,3.37年,1.37年,12.1%,7.1%,3.4,4.03%,3.32%,3.89%,2.80%,2.43%,94.06,92.66,2.44,95.1,3.6%,52%,30%,17%,0.03,-0.68,0.73,AA-,6.0%,44,永东转债!
179,骆驼转债!,113012,骆驼股份,601311,汽车,101.42,-0.15%,-0.03%,8.65,-4.00%,0.3,0.1%,13.29,1.2,-34.9%,65.09,55.8%,转股中,3.31年,1.31年,6.8%,4.4%,5.1,2.19%,1.67%,2.09%,0.76%,0.42%,95.50,92.9,3.5,96.4,5.2%,34%,30%,16%,0.04,-0.93,1.02,AA,5.0%,22,骆驼转债!
180,光大转债,113011,光大银行,601818,金融,119.59,0.25%,0.69%,4.19,1.45%,111.0,0.3%,3.97,0.71,5.5%,105.54,13.3%,转股中,3.29年,无权,13.6%,14.4%,300.0,-2.76%,-3.26%,-2.86%,无权,无权,无权,96.36,19.57,115.93,3.2%,20%,21%,16%,0.65,0.0,1.3,AAA,4.0%,29,光大转债
181,洪涛转债!,128013,洪涛股份,2325,建筑,97.088,0.04%,-0.04%,3.07,-0.32%,7.6,0.6%,8.0,1.2,-61.6%,38.38,153%,转股中,2.65年,0.65年,31.3%,12.0%,12.0,5.37%,4.53%,5.21%,5.96%,5.50%,97.81,97.99,0.44,98.43,-1.4%,33%,<2%,16%,0.0,0.28,-0.26,AA,5.0%,95,洪涛转债!
182,海印转债!,127003,海印股份,861,商业零售,103.515,-0.46%,0.35%,2.59,-0.38%,1.2,0.1%,3.01,1.65,-14.0%,86.05,20.3%,转股中,2.52年,0.52年,16.3%,14.0%,9.4,3.72%,2.72%,3.52%,-2.43%,-2.93%,98.48,100.43,5.45,105.88,-2.2%,28%,14%,16%,0.29,0.64,-0.03,AA,5.0%,89,海印转债!
183,辉丰转债!,128012,辉丰股份,2496,石油天然气化工,98.68700000000001,0.02%,-0.02%,2.82,-0.70%,1.3,0.2%,7.71,1.43,-63.4%,36.58,170%,转股中,2.38年,0.38年,19.9%,7.3%,8.4,2.93%,2.45%,2.83%,10.6%,8.95%,100.25,89.13,11.99,101.12,-2.4%,42%,<2%,17%,0.0,0.49,-0.46,A+,7.5%,93,辉丰转债!
184,顺昌转债!,128010,澳洋顺昌,2245,交通运输,104.2,-0.34%,0.34%,3.61,-0.28%,7.7,1.4%,9.26,1.75,-61.0%,38.98,167%,转股中,2年50天,50天,14.4%,5.6%,5.1,3.15%,2.15%,2.95%,-7.24%,-8.35%,100.38,100.39,0.63,101.02,3.1%,40%,55%,17%,0.0,-0.61,0.6,AA,5.0%,37,顺昌转债!
185,广汽转债!,113009,广汽集团,601238,汽车,113.6,0.34%,-0.63%,11.6,-1.78%,9.0,0.3%,14.41,1.5,-19.5%,80.5,41.1%,转股中,2年50天,50天,2.1%,1.7%,25.5,-1.95%,-2.71%,-2.10%,-37.3%,-38.3%,100.55,100.39,2.19,102.58,10.7%,35%,36%,15%,0.17,-1.78,2.22,AAA,4.0%,17,广汽转债!
186,九州转债!,110034,九州通,600998,医药,106.31,-0.01%,0.01%,13.33,-1.33%,10.0,0.6%,18.32,1.59,-27.2%,72.76,46.1%,转股中,2年43天,43天,6.0%,4.4%,15.0,1.82%,0.90%,1.64%,-8.08%,-11.9%,102.51,100.69,1.61,102.3,3.9%,24%,27%,15%,0.0,-0.73,0.66,AA+,4.5%,31,九州转债!
187,国贸转债!,110033,厦门国贸,600755,交通运输,111.55,-0.22%,0.28%,6.99,0.14%,4.1,0.3%,7.42,0.98,-5.8%,94.2,18.4%,转股中,2年33天,33天,9.4%,8.8%,12.1,-0.20%,-1.17%,-0.39%,-37.6%,-38.8%,100.67,102.51,6.24,108.75,2.6%,32%,23%,15%,0.38,-0.13,0.88,AAA,4.0%,22,国贸转债!
188,航信转债!!,110031,航天信息,600271,计算机及应用,113.24,-0.04%,0.04%,20.69,0.19%,2.6,0.1%,41.94,3.46,-50.7%,49.33,130%,转股中,1.53年,回售中,6.2%,3.1%,24.0,-2.79%,-3.79%,-2.99%,回售中,回售中,100.23,102.25,0.0,102.25,10.7%,38%,84%,17%,0.0,-1.94,2.04,AAA,4.0%,18,航信转债!!
189,电气转债!,113008,上海电气,601727,能源电力,112.48,-0.46%,0.46%,4.68,0.00%,5.1,0.1%,5.13,1.15,-8.8%,91.23,23.3%,转股中,1.17年,回售中,6.3%,5.7%,44.7,-3.38%,-4.62%,-3.63%,回售中,回售中,103.00,103.89,2.51,106.4,5.7%,33%,33%,16%,0.23,-0.81,1.29,AAA,3.5%,23,电气转债!
190,格力转债!!,110030,格力地产,600185,地产,105.62,-0.07%,0.06%,4.72,-0.63%,9.1,2.0%,5.0,1.24,-5.6%,94.4,11.9%,转股中,22天,回售中,4.4%,4.1%,4.2,6.12%,-12.1%,2.48%,回售中,回售中,103.00,105.75,0.0,105.75,-0.1%,33%,<2%,16%,0.01,0.04,-0.02,AA,4.0%,18,格力转债!!
