转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
中宠转债,128054,,中宠股份,002891,农业,116.79,1.20,-0.66,24.06,0.67,5.4,2.4,22.28,4.91,8.0,107.99,8.1,0.0,5.22,3.22,4.7,5.1,1.9,-0.20,-0.73,-0.31,-3.42,-3.63,81.60,79.93,39.54,119.47,-2.2,119.47,13,16,0.81,0.58,1.04,275,7.5,30
尚荣转债,128053,,尚荣医疗,002551,医药,103.966,-0.13,-0.36,4.5,-0.88,2.7,0.3,4.89,1.36,-8.0,92.02,13.0,0.0,5.21,3.21,23.6,21.7,7.5,2.04,1.50,1.93,-0.06,-0.28,88.17,89.87,18.47,108.34,-4.0,108.34,11,16,0.55,1.06,0.09,200,5.0,69
维格转债,113527,,锦泓集团,603518,服装纺织,91.53,-0.07,-0.29,6.54,-2.39,3.0,0.4,10.52,0.69,-37.8,62.17,47.2,0.0,5,3,45.2,28.1,7.5,5.63,4.88,5.48,3.97,3.71,88.64,94.37,3.94,98.31,-6.9,98.31,2,18,0.15,1.46,-1.02,200,5.0,76
联泰转债,113526,,联泰环保,603797,城市公用设施,127.9,1.41,-0.58,10.89,0.83,2.5,0.9,8.72,2.61,24.9,124.89,2.4,0.0,5,3,6.3,7.9,2.2,-2.71,-3.08,-2.78,-6.14,-6.33,88.24,86.83,38.86,125.69,1.8,125.69,60,18,1.00,0.64,1.35,200,5.0,19
凯龙转债,128052,,凯龙股份,002783, 石油然气化工,150.954,-0.10,0.40,9.91,0.30,2.4,1.9,6.77,2.16,46.4,146.38,3.1,0.0,5,3,2.3,3.3,0.8,-5.25,-5.75,-5.35,-10.8,-11.0,89.02,90.73,55.50,146.23,3.2,146.23,100,17,1.00,0.34,1.65,200,5.0,19
溢利转债,123018,,溢多利,300381,医药,112.666,0.59,0.74,8.36,1.95,0.9,0.2,8.35,1.57,0.1,100.12,12.5,0.0,5,3,10.6,10.6,3.9,0.46,-0.08,0.35,-2.55,-2.76,86.19,86.40,28.25,114.66,-1.7,114.66,17,17,0.68,0.52,0.85,325,6.0,29
佳都转债,110050,,佳都科技,600728,计算机及应用,121.32,0.02,0.49,8.59,0.70,2.6,0.3,7.89,3.02,8.9,108.87,11.4,0.0,5,3,4.6,5.0,6.6,-1.19,-1.69,-1.29,-4.77,-4.98,88.85,89.78,30.12,119.89,1.2,119.89,19,16,0.73,0.24,1.21,200,5.0,17
海尔转债,110049,,海尔智家,600690,家电,121.65,-1.62,-0.20,17.29,-1.82,233,7.2,14.20,2.50,21.8,121.76,-0.1,0.0,5,3,2.4,2.9,26.3,-2.14,-2.50,-2.21,-5.14,-5.33,91.31,90.56,32.26,122.82,-1.0,122.82,2,16,1.00,1.20,0.81,300,4.0,29
台华转债,113525,,台华新材,603055,服装纺织,101.98,-0.02,-0.21,6.33,-0.63,2.8,0.5,8.11,1.88,-21.9,78.05,30.7,0.0,5,3,10.9,8.5,5.3,2.51,1.94,2.39,0.55,0.32,88.87,90.58,10.69,101.27,0.7,101.27,19,17,0.37,-0.06,0.79,200,5.0,14
奇精转债,113524,,奇精机械,603677,家电,101.36,0.16,-0.09,11.83,0.17,0.3,0.1,14.56,2.33,-18.8,81.25,24.8,0.0,5,3,14.4,11.7,3.3,3.19,2.52,3.06,0.77,0.54,88.91,92.96,12.09,105.05,-3.5,105.05,14,18,0.38,0.82,-0.01,200,5.0,51
光华转债,128051,,光华科技,002741,电子,104.233,0.03,-0.08,11.11,-0.09,0.6,0.2, 12.72,3.44,-12.7,87.34,19.3,0.0,5,3,6.0,5.3,2.5,2.20,1.61,2.08,0.03,-0.23,86.75,87.09,18.93,106.02,-1.7,106.02,16,17,0.53,0.32,0.75,325,6.0,29
钧达转债,128050,,钧达股份,002865,汽车,98.86,-1.24,-1.28,15.35,-9.97,5.8,1.8,21.66,2.26,-29.1,70.87,39.5,0.0,5,3,17.2,12.2,3.2,4.71,3.85,4.54,1.72,1.44,86.92,93.23,8.18,101.41,-2.5,101.41,12,18,0.25,0.34,0.18,325,6.0,71
伟明转债,113523,,伟明环保,603568,城市公用设施,128.03,0.63,0.06,22.43,0.81,10,2.3,17.47,5.70,28.4,128.39,-0.3,0.0,5,3,1.6,2.1,3.4,-2.10,-2.62,-2.20,-6.41,-6.61,88.96,90.67,45.99,136.65,-6.3,136.65,2,16,0.85,2.05,-0.23,200,5.0,23
福能转债,110048,,福能股份,600483,能源电力,119.65,-0.28,-1.06,9.13,-1.93,4.9,0.1,8.48,1.19,7.7,107.67,11.1,0.0,5,3,20.0,21.5,28.3,-0.97,-1.47,-1.07,-4.46,-4.67,90.34,92.05,27.44,119.49,0.1,119.49,16,16,0.69,0.51,0.89,375,4.5,12
华源转债,128049,,华源控股,002787,造纸包装印刷,99.775,0.36,-0.58,6.13,-0.49,0.9,0.2,7.52,1.35,-18.5,81.52,22.4,0.0,5.00,3.00,21.0,17.1,4.0,3.08,2.49,2.96,1.35,1.09,86.73,87.07,15.78,102.86,-3.0,102.86,15,18,0.46,0.50,0.44,325,6.0,57
旭升转债,113522,,旭升股份,603305,汽车,115.58,-0.36,2.31,31.07,3.05,11,2.3,29.60,8.63,5.0,104.97,10.1,0.0,4.99,2.99,3.4,3.5,4.2,0.75,0.06,0.61,-3.50,-3.69,88.77,94.41,24.15,118.56,-2.5,118.56,17,16,0.64,0.87,0.43,200,5.0,26
山鹰转债,110047,,山鹰纸业,600567,造纸包装印刷,113.74,0.47,0.23,3.3,1.23,31,1.2,3.34,1.09,-1.2,98.80,15.1,0.0,4.98,2.98,15.2,15.0,23.0,0.77,0.13,0.64,-2.99,-3.19,90.14,95.21,19.18,114.39,-0.6,114.39,17,16,0.57,0.47,0.66,375,4.5,49
寒锐转债,123017,,寒锐钴业,300618,有色金属,127.01,1.61,4.46,69.64,7.06,149,26.5,57.49,11.65,21.1,121.13,4.9,0.0,4.98,2.98,2.3,2.8,4.4,-2.72,-3.10,-2.79,-6.35,-6.53,86.11,83.33,45.80,129.13,-1.6,129.13,21,16,0.86,0.92,0.81,325,6.0,27
圆通转债,110046,,圆通速递,600233,交通运输,122.61,1.01,-0.27,12.53,0.97,14,0.3,10.73,2.98,16.8,116.78,5.0,0.0,4.98,2.98,9.9,11.6,35.4,-1.29,-1.82,-1.39,-5.26,-5.47,90.32,92.84,34.47,127.30,-3.7,127.30,11,16,0.77,1.40,0.19,375,4.5,29
桐昆转债,113020,,桐昆股份,601233,服装纺织,118.91,0.16,0.31,13.08,0.69,30,0.7,12.51,1.35,4.6,104.56,13.7,0.0,4.98,2.98,14.4,15.0,34.8,-1.11,-1.57,-1.21,-4.47,-4.66,90.04,90.95,25.64,116.60,2.0,116.60,21,16,0.68,0.10,1.26,375,4.5,21
特发转债,127008,,特发信息,000070,通信互联网,190.394,0.04,0.44,10.46,0.48,6.2,4.3,5.61,3.19,86.5,186.45,2.1,0.0,3.97,1.97,0.9,1.7,0.8,-12.8,-13.2,-12.9,-19.0,-19.1,91.80,91.76,95.05,186.81,1.9,186.81,100,17,1.00,0.60,1.38,200,5.0,22
科森转债,113521,,科森科技,603626,通信互联网,105.58,-0.02,-0.11,8.15,-0.24,2.1,0.3,8.70,2.11,-6.3,93.68,12.7,0.0,4.97,2.97,18.1,17.0,6.1,1.88,1.31,1.76,-0.52,-0.74,88.96,90.82,20.23,111.05,-4.9,111.05,12,18,0.55,1.26,-0.10,200,5.0,63
张行转债,128048,,张家港行,002839,金融,110.998,-0.49,-0.08,5.52,-1.08,6.4,0.2,5.91,1.01,-6.6,93.40,18.8,0.0,4.96,0,25.1,23.4,25.0,0.53,0.02,0.43,0,0,0,91.93,18.86,110.79,0.2,110.79,20,18,0.53,0.28,0.78,375,4.5,34
百合转债,113520,,梦百合,603313,其他,130.57,0.47,-0.18,18.63,0.32,3.1,0.6,14.28,3.00,30.5,130.46,0.1,0.0,4.95,2.95,6.4,8.4,3.9,-2.54,-3.07,-2.65,-7.24,-7.43,86.49,86.84,51.63,138.46,-5.7,138.46,2,16,0.88,1.87,-0.01,325,6.0,15
洲明转债,123016,,洲明科技,300232,电子,114.8,-0.26,0.08,7.97,-0.25,0.7,0.1,7.82,2.75,1.9,101.92,12.6,0.0,4.95,2.95,6.4,6.5,4.7,0.09,-0.46,-0.02,-3.22,-3.44,86.75,86.96,28.29,115.25,-0.4,115.25,17,16,0.70,0.29,1.12,325,6.0,17
长久转债,113519,,长久物流,603569,交通运输,108.11,0.39,-0.23,10.29,0.39,1.6,0.2,11.85,2.39,-13.2,86.84,24.5,0.0,4.95,2.95,12.1,10.5,7.0,2.16,1.44,2.01,-1.42,-1.64,89.14,94.79,13.16,107.95,0.2,107.95,18,17,0.42,0.07,0.77,200,5.0,19
利尔转债,128046,,利尔化学,002258, 石油然气化工,103.301,0.29,-0.29,11.74,0.00,0.2,0.0,18.62,2.00,-36.9,63.05,63.8,0.0,4.89,2.89,13.8,8.7,8.5,1.87,1.37,1.77,0.03,-0.19,89.20,89.35,3.69,93.03,11.0,93.03,37,16,0.16,-1.97,2.43,200,5.0,15
顾家转债,113518,,顾家家居,603816,其他,120.6,-0.23,-1.53,38.55,-2.58,5.6,0.4,36.57,4.55,5.4,105.41,14.4,0.0,4.79,2.79,4.7,5.0,11.0,-1.04,-1.59,-1.15,-5.14,-5.34,89.62,91.35,26.19,117.54,2.6,117.54,19,16,0.68,-0.12,1.49,200,5.0,15
机电转债,128045,,中航机电,002013, 航空航,113.4,0.00,-0.06,6.35,-0.16,0.4,0.0,7.63,2.47,-16.8,83.22,36.3,0.0,4.75,2.75,9.2,7.6,21.0,-0.69,-1.07,-0.77,-3.17,-3.38,92.23,91.47,10.57,102.03,11.1,102.03,33,16,0.40,-1.70,2.64,300,4.0,15
岭南转债,128044,,岭南股份,002717,城市公用设施,99.5,-0.36,0.21,4.5,-0.44,0.3,0.0, 5.92,1.49,-24.0,76.01,30.9,0.0,4.71,2.71,9.5,7.2,6.6,2.55,2.07,2.45,1.32,1.09,89.87,89.22,8.62,97.85,1.7,97.85,20,16,0.32,-0.24,0.88,200,5.0,45
蓝盾转债,123015,,蓝盾股份,300297,计算机及应用,111.24,0.04,-0.07,5.26,-0.75,1.8,1.7, 5.79,1.33,-9.2,90.85,22.4,0.0,4.71,2.71,1.5,1.4,1.0,0.31,-0.19,0.21,-2.55,-2.77,89.98,90.13,10.11,100.24,11.0,100.24,100,16,0.04,-1.90,2.09,200,5.0,22
曙光转债,113517,,中科曙光,603019,计算机及应用,113.52,0.02,0.61,33.3,1.15,2.4,0.2,36.53,7.83,-8.8,91.16,24.5,0.0,4.69,2.69,3.7,3.4,11.2,-0.16,-0.66,-0.26,-3.31,-3.52,90.06,90.21,17.11,107.32,5.8,107.32,27,16,0.54,-0.86,1.99,200,5.0,13
东音转债,128043,,东音股份,002793,机械装备制造,185.7,0.05,-0.39,11.93,-0.33,1.2,0.4, 6.55,4.46,82.1,182.14,2.0,0.0,4.68,2.68,3.7,6.7,1.6,-9.87,-10.4,-9.97,-12.3,-12.4,87.76,88.11,94.18,182.29,1.9,182.29,100,17,1.00,0.61,1.37,325,6.0,16
苏农转债,113516,,苏农银行,603323,金融,107.45,0.04,-0.48,4.98,-0.99,2.1,0.2,5.67,0.80,-12.2,87.83,22.3,0.0,4.68,0,14.4,12.6,12.9,1.54,0.95,1.42,0,0,0,94.08,13.94,108.02,-0.5,108.02,17,18,0.45,0.39,0.51,375,4.5,31
凯发转债,123014,,凯发电气,300407,能源电力,107.205,0.00,-0.39,7.46,-0.67,0.2,0.2,8.14,1.80,-8.4,91.65,17.0,0.0,3.66,1.66,5.1,4.7,1.2,0.48,0.02,0.39,-2.77,-2.97,89.28,84.02,21.61,105.63,1.5,105.63,22,18,0.58,-0.27,1.43,275,7.5,22
凯中转债,128042,,凯中精密,002823,能源电力,100.012,-0.45,0.55,8.35,0.60,0.6,0.2,13.01,2.02,-35.8,64.18,55.8,0.0,4.67,2.67,17.2,11.0,4.2,3.46,2.79,3.33,1.19,0.95,90.14,93.48,3.60,97.08,3.0,97.08,26,17,0.15,-0.59,0.89,200,5.0,40
横河转债,123013,,横河模具,300539,机械装备制造,100.55,-0.35,0.35,6.83,0.00,0.0,0.1,9.22,3.13,-25.9,74.08,35.7,0.0,4.66,2.66,2.5,1.9,0.4,3.19,2.55,3.06,1.27,0.98,85.11,83.50,12.66,96.17,4.6,96.17,26,17,0.37,-1.13,1.92,275,7.5,24
高能转债,113515,,高能环境,603588,城市公用设施,112.96,-0.56,0.23,9.08,-0.55,1.4,0.2,9.33,2.09,-2.7,97.32,16.1,0.0,4.66,2.66,11.6,11.3,7.1,-0.02,-0.52,-0.12,-3.12,-3.34,90.19,90.34,20.53,110.88,1.9,110.88,20,16,0.61,-0.04,1.25,200,5.0,18
万顺转债,123012,,万顺新材,300057,造纸包装印刷,113.909,0.36,0.15,5.5,0.73,0.8,0.6,5.36,1.11,2.6,102.61,11.0,0.0,4.64,2.64,3.6,3.7,1.3,-0.59,-1.01,-0.67,-3.41,-3.64,87.92,85.08,30.33,115.41,-1.3,115.41,17,18,0.70,0.55,0.85,325,6.0,22
威帝转债,113514,,威帝股份,603023,汽车,102.74,-0.16,0.16,4.18,0.00,1.2,0.9,4.85,2.82,-13.8,86.19,19.2,0.0,3.64,1.64,7.2,6.2,1.3,2.23,1.66,2.12,-0.42,-0.62,89.40,85.67,16.67,102.35,0.4,102.35,20,18,0.48,-0.15,1.11,275,7.5,46
德尔转债,123011,,德尔股份,300473,汽车,111.74,-0.59,0.18,38.91,-0.54,7.2,1.4,34.66,2.13,12.3,112.26,-0.5,0.0,4.64,2.64,11.1,12.5,4.7,0.94,0.29,0.81,-2.83,-3.07,88.14,89.88,34.26,124.13,-10.0,124.13,2,17,0.75,2.61,-0.87,325,6.0,61
盛路转债,128041,,盛路通信,002446,通信互联网,143.509,0.78,-0.67,9.54,0.10,0.6,0.5,6.85,2.33,39.3,139.27,3.0,0.0,4.64,2.64,0.9,1.2,0.8,-4.73,-5.26,-4.84,-11.0,-11.1,90.40,92.14,47.13,139.27,3.0,139.27,96,16,1.00,0.38,1.61,200,5.0,10
海澜转债,110045,,海澜之家,600398,服装纺织,100.07,0.07,-0.01,7.67,0.39,1.2,0.0,12.02,2.68,-36.2,63.81,56.8,0.0,4.63,2.63,8.7,5.6,29.5,2.43,1.95,2.33,0.88,0.70,90.75,91.32,2.88,94.21,6.2,94.21,30,16,0.14,-1.13,1.44,375,4.5,40
博世转债,123010,,博世科,300422,城市公用设施,101.419,0.22,-0.38,9.98,-0.40,0.6,0.1, 12.38,2.19,-19.4,80.61,25.8,0.0,4.60,2.60,12.1,9.8,4.3,2.42,1.89,2.31,0.73,0.49,88.13,86.81,13.31,100.12,1.3,100.12,19,17,0.42,-0.25,1.09,325,6.0,47
湖广转债,127007,,湖北广电,000665,传媒娱乐,107.551,-0.41,0.32,4.91,-0.20,2.4,0.2, 5.61,0.73,-12.5,87.52,22.9,0.0,4.58,2.58,27.9,24.4,13.2,1.13,0.60,1.02,-1.37,-1.61,91.91,92.84,13.37,106.21,1.3,106.21,20,17,0.46,0.04,0.87,375,4.5,22
广电转债,110044,,广电网络,600831,传媒娱乐,129.56,-0.12,-0.36,8.54,-0.58,1.2,1.1,6.90,1.58,23.8,123.77,4.7,0.0,4.58,2.58,1.4,1.7,0.8,-3.09,-3.57,-3.18,-8.06,-8.27,90.54,90.69,42.11,132.81,-2.4,132.81,13,17,0.82,1.16,0.51,200,5.0,9
千禾转债,113511,,千禾味业,603027,食品饮料,123.87,0.02,-0.41,21.74,-0.46,0.8,0.4,18.31,6.85,18.7,118.73,4.3,0.0,4.56,2.56,1.8,2.2,1.9,-2.06,-2.55,-2.15,-6.47,-6.68,88.24,86.92,40.98,127.90,-3.2,127.90,10,16,0.84,1.22,0.49,325,6.0,34
再升转债,113510,,再升科技,603601,城市公用设施,104.46,0.30,-0.36,6.59,-0.30,0.0,0.0,8.59,3.40,-23.3,76.72,36.2,0.0,4.56,0.56,2.5,1.9,1.1,1.75,1.22,1.65,-4.84,-5.04,96.59,87.03,12.40,99.43,5.1,99.43,27,17,0.19,-0.83,1.23,325,6.0,31
华通转债,128040,,华通医药,002758,医药,107.153,-0.07,-0.25,10.39,-0.57,0.5,0.2,11.37,3.46,-8.6,91.38,17.3,0.0,4.55,2.55,10.2,9.3,2.2,1.18,0.65,1.07,-1.32,-1.56,88.42,87.10,20.77,107.87,-0.7,107.87,18,18,0.57,0.21,0.92,325,6.0,54
三力转债,128039,,三力士,002224,机械装备制造,108.53,-0.34,-0.57,5.75,-1.37,0.9,0.3, 5.83,1.89,-1.4,98.63,10.0,0.0,4.53,2.53,6.3,6.2,2.6,0.36,-0.06,0.28,-1.93,-2.14,88.19,85.14,26.09,111.22,-2.4,111.22,14,17,0.66,0.75,0.59,325,6.0,20
新泉转债,113509,,新泉股份,603179,汽车,111.29,-0.54,0.19,17.57,-0.62,3.8,0.8, 18.89,2.63,-7.0,93.01,19.7,0.0,4.52,2.52,11.3,10.5,4.5,-0.13,-0.57,-0.22,-2.81,-3.04,90.72,89.27,18.79,108.06,3.0,108.06,23,17,0.55,-0.29,1.40,200,5.0,20
新凤转债,113508,,新凤鸣,603225,服装纺织,103.75,0.09,-0.14,11.8,-0.25,1.0,0.0,16.83,1.60,-29.9,70.11,48.0,0.0,4.41,2.41,15.3,10.7,21.5,1.95,1.41,1.84,-0.17,-0.42,91.20,91.35,5.09,96.44,7.6,96.44,30,16,0.22,-1.37,1.87,200,5.0,27
金农转债,128036,,金新农,002548,农业,108.793,-0.29,0.27,8.49,-1.39,1.0,0.6,9.62,2.19,-11.7,88.25,23.3,0.0,4.28,2.28,4.0,3.5,1.5,0.41,-0.06,0.32,-2.16,-2.42,89.80,86.90,13.22,100.12,8.7,100.12,100,17,0.01,-1.58,1.65,325,6.0,21
利欧转债,128038,,利欧股份,002131,传媒娱乐,121.2,-1.48,0.98,2.01,-0.50,4.0,1.8, 1.72,1.65,16.9,116.86,3.7,0.0,4.32,2.32,1.4,1.6,1.8,-1.47,-2.03,-1.58,-6.28,-6.51,91.63,92.59,24.27,116.86,3.7,116.86,87,16,1.00,0.25,1.74,200,5.0,33
岩土转债,128037,,中化岩土,002542,建筑,95.25,0.08,-0.09,3.67,-0.81,0.7,0.1,8.01,1.72,-54.2,45.82,108,0.0,4.30,2.30,9.1,4.1,6.0,4.11,3.53,3.99,3.40,3.12,91.71,91.87,0.62,92.48,3.0,92.48,33,16,0.01,-0.57,0.59,200,5.0,56
敖东转债,127006,,吉林敖东,000623,金融,104.66,0.63,-0.54,15.35,0.39,8.4,0.3,20.62,0.83,-25.6,74.44,40.6,0.0,4.29,2.29,13.5,10.0,24.1,0.86,0.49,0.79,-0.97,-1.13,91.67,89.98,6.67,96.66,8.3,96.66,30,16,0.25,-1.37,1.94,375,4.5,43
长证转债,127005,,长江证券,000783,金融,114.6,-0.09,-0.50,6.26,-1.42,10,0.2,7.43,1.29,-15.7,84.25,36.0,0.0,4.29,0,14.4,12.2,50.0,-1.05,-1.47,-1.14,0,0,0,93.03,11.25,104.28,9.9,104.28,32,18,0.41,-1.47,2.39,300,4.0,30
星源转债,123009,,星源材质,300568,汽车,111.875,-0.11,0.55,24.84,0.81,1.1,0.2,26.64,2.35,-6.8,93.24,20.0,0.0,4.28,2.28,8.4,7.8,4.8,-0.38,-0.82,-0.47,-3.41,-3.64,91.59,89.91,17.89,107.79,3.8,107.79,25,17,0.55,-0.43,1.53,200,5.0,11
杭电转债,113505,,杭电股份,603618,能源电力,99.42,-0.04,-0.05,5.18,-0.38,0.3,0.0,7.24,1.45,-28.5,71.55,39.0,0.0,4.27,2.27,21.0,15.0,7.5,3.03,2.46,2.92,1.55,1.28,91.82,91.98,5.29,97.26,2.2,97.26,21,16,0.23,-0.38,0.83,200,5.0,49
艾华转债,113504,,艾华集团,603989,电子,108.18,-0.33,0.28,18.68,-0.11,0.5,0.1, 21.43,3.65,-12.8,87.17,24.1,0.0,4.26,2.26,9.5,8.3,6.9,0.59,0.12,0.50,-1.87,-2.13,91.87,90.40,13.79,104.19,3.8,104.19,24,16,0.48,-0.48,1.44,200,5.0,19
玲珑转债,113019,,玲珑轮胎,601966,汽车,125.29,-0.80,-1.72,20.87,-3.60,4.7,0.2,18.55,2.43,12.5,112.51,11.4,0.0,3.26,1.26,8.0,9.0,20.0,-3.15,-3.84,-3.29,-12.5,-12.7,95.59,98.10,23.42,121.52,3.1,121.52,20,16,0.70,-0.02,1.42,375,4.5,14
大族转债,128035,,大族激光,002008,机械装备制造,108.8,-0.37,0.48,34.75,1.14,9.4,0.4,52.30,4.54,-33.6,66.44,63.7,0.0,4.19,2.19,6.2,4.1,23.0,-0.06,-0.44,-0.14,-1.53,-1.92,94.52,90.38,5.53,95.91,13.4,95.91,42,16,0.10,-2.31,2.71,375,4.5,31
无锡转债,110043,,无锡银行,600908,金融,103.81,-0.15,-0.12,5.24,-0.76,3.3,0.1, 6.52,0.90,-19.6,80.37,29.2,0.0,4.17,0,31.0,24.9,30.0,1.32,0.88,1.23,0,0,0,91.49,9.61,101.11,2.7,101.11,23,18,0.37,-0.32,1.05,375,4.5,60
江银转债,128034,,江阴银行,002807,金融,107.71,0.03,-0.15,4.36,-0.23,2.5,0.1, 4.68,0.86,-6.8,93.16,15.6,0.0,4,0,18.6,17.3,17.6,0.42,-0.01,0.34,0,0,0,91.54,16.87,108.41,-0.6,108.41,18,18,0.53,0.50,0.57,375,4.5,51
道氏转债,123007,,道氏技术,300409,建筑,104.1,0.53,0.81,11.49,4.55,1.5,0.5, 15.05,2.26,-23.7,76.35,36.4,0.0,4,2,5.8,4.4,3.0,1.83,1.28,1.72,-0.27,-0.58,90.96,88.80,8.73,97.52,6.7,97.52,30,16,0.29,-1.24,1.89,325,6.0,21
迪龙转债,128033,,雪迪龙,002658,城市公用设施,99.31,-0.25,0.11,6.41,-0.62,0.6,0.1, 8.93,1.96,-28.2,71.78,38.4,0.0,4,2,13.4,9.6,5.2,2.64,2.15,2.55,1.65,1.37,92.45,90.76,6.40,97.17,2.2,97.17,23,17,0.23,-0.30,0.75,200,5.0,48
吉视转债,113017,,吉视传媒,601929,传媒娱乐,98,-0.36,0.36,2.04,0.00,11,0.7,2.95,0.94,-30.8,69.15,41.7,0.0,4,2,24.6,17.0,15.6,2.97,2.47,2.87,2.22,1.95,93.43,92.51,4.15,96.65,1.4,96.65,21,16,0.17,-0.17,0.50,375,4.5,31
航电转债,110042,,中航电子,600372, 航空航,114.6,-0.43,0.32,13.38,-0.22,1.2,0.0,14.18,3.22,-5.6,94.36,21.5,0.0,4,2,10.2,9.6,24.0,-1.06,-1.50,-1.15,-4.56,-4.82,94.69,93.92,15.00,108.92,5.2,108.92,25,16,0.53,-0.52,1.60,300,4.0,14
蒙电转债,110041,,内蒙华电,600863,能源电力,116,0.00,0.19,2.58,0.39,7.8,0.4,2.82,1.29,-8.5,91.49,26.8,0.0,4,2,12.5,11.4,18.7,-1.13,-1.61,-1.22,-5.07,-5.35,94.82,94.90,12.76,107.65,7.8,107.65,27,16,0.48,-1.05,2.07,300,4.0,10
双环转债,128032,,双环传动,002472,机械装备制造,96.7,-0.41,0.39,5.19,-0.76,5.2,0.5,9.93,1.04,-47.7,52.27,85.0,0.0,4,2,28.1,14.7,10.0,3.47,2.95,3.37,3.02,2.72,92.70,91.23,2.24,93.47,3.5,93.47,33,16,0.02,-0.66,0.69,200,5.0,37
 康转债,128030,, 康生物,002100,农业,156.148,-1.48,-0.96,11.98,-2.44,31,10.8,8.05,3.20,48.8,148.82,4.9,0.0,4,2,1.4,2.1,1.8,-7.84,-8.34,-7.94,-13.0,-13.1,92.74,92.90,56.16,149.07,4.7,149.07,100,16,1.00,0.05,1.95,200,5.0,11
太阳转债,128029,,太阳纸业,002078,造纸包装印刷,126.26,1.01,1.00,9.12,3.05,11,0.8,8.65,1.72,5.4,105.43,19.8,0.0,3,1,5.1,5.3,12.0,-4.93,-5.40,-5.03,-15.5,-15.7,96.12,94.78,19.14,113.92,10.8,113.92,36,16,0.66,-1.43,2.88,375,4.5,11
赣锋转债,128028,,赣锋锂业,002460,有色金属,108.35,1.82,-1.38,27.54,3.30,15,1.5,42.28,4.50,-34.9,65.14,66.3,0.0,4,2,2.6,1.7,9.3,0.34,-0.11,0.25,-2.45,-2.66,92.06,90.38,4.28,94.65,14.5,94.65,46,17,0.13,-2.45,2.96,200,5.0,19
铁汉转债,123004,,铁汉生态,300197,城市公用设施,99.633,0.00,-0.09,3.04,-0.33,0.5,0.1, 3.98,1.10,-23.6,76.38,30.4,0.0,4,2,11.7,8.9,8.3,2.59,2.09,2.49,1.53,1.26,92.56,90.87,6.70,97.57,2.1,97.57,20,15,0.26,-0.28,0.80,200,5.0,38
泰晶转债,113503,,泰晶科技,603738,电子,111.49,0.13,0.15,15.4,0.65,2.3,3.3,17.90,3.55,-14.0,86.03,29.6,0.0,4,2,2.5,2.1,0.6,0.29,-0.29,0.18,-3.42,-3.70,92.92,93.09,11.42,104.51,6.7,104.51,28,16,0.43,-1.09,2.00,200,5.0,29
众兴转债,128026,,众兴菌业,002772,农业,93.33,-0.04,0.07,6.64,0.76,0.9,0.1, 11.54,1.01,-42.5,57.54,62.2,0.0,4,2,37.7,21.7,9.2,4.45,3.91,4.34,4.77,4.44,91.04,88.12,3.99,92.11,1.3,92.11,24,16,0.04,-0.27,0.35,325,6.0,61
蓝思转债,123003,,蓝思科技,300433,电子,126.031,0.50,0.54,12.54,1.29,35,1.3, 10.44,2.88,20.1,120.11,4.9,0.0,4,2,4.3,5.1,22.3,-3.41,-3.86,-3.50,-9.00,-9.23,93.65,92.72,35.08,127.80,-1.4,127.80,16,16,0.80,1.00,0.63,375,4.5,36
特一转债,128025,,特一药业,002728,医药,108.64,0.13,-0.87,16.01,-1.05,0.3,0.1, 15.45,3.05,3.6,103.62,4.8,0.0,4,2,10.5,10.9,3.4,0.38,-0.10,0.29,-2.41,-2.67,90.82,87.69,27.25,114.94,-5.5,114.94,2,17,0.70,1.53,-0.04,325,6.0,34
亚太转债,128023,,亚太股份,002284,汽车,93.91,-0.05,0.06,4.57,0.22,1.8,0.2,10.34,1.34,-55.8,44.20,112,0.0,4,2,29.7,13.1,10.0,4.77,4.15,4.65,4.50,4.18,92.96,93.13,0.39,93.52,0.4,93.52,27,17,0.01,-0.08,0.09,200,5.0,61
众信转债,128022,,众信旅游,002707,旅游餐饮酒店,100.252,-0.05,-0.08,5.17,-0.96,0.0,0.0, 7.91,1.99,-34.6,65.36,53.4,0.0,4,2,15.4,10.1,7.0,2.46,1.96,2.36,1.29,1.01,92.77,91.08,4.30,95.38,5.1,95.38,29,17,0.14,-0.89,1.17,200,5.0,18
兄弟转债,128021,,兄弟科技,002562,医药,109,-0.21,0.00,4.67,-0.43,0.8,0.2, 5.25,1.94,-11.0,88.95,22.5,0.0,4,2,12.0,10.7,5.1,0.30,-0.18,0.21,-2.58,-2.84,92.81,91.12,13.53,104.65,4.2,104.65,23,16,0.48,-0.53,1.50,200,5.0,21
