转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
金能转债,113545,,金能科技,603113,煤炭,104.83,-0.10,-0.42,10.2,-0.97,4.0,0.3,11.55,1.26,-11.7,88.31,18.7,142.0,5.88,3.88,21.8,19.2,15.0,1.67,1.20,1.58,-0.23,-0.41,85.37,87.01,19.33,106.34,-1.4,106.34,16,17,0.54,0.45,0.64,200,5.0,15
万里转债,123032,,万里马,300591,服装纺织,101.302,-0.98,3.23,6.38,3.91,43,23.5,6.92,3.94,-7.8,92.20,9.9,141.0,5.87,3.87,9.0,8.3,1.8,4.87,3.92,4.68,1.58,1.20,81.06,88.18,28.09,116.27,-12.9,116.27,6,18,0.58,2.38,-0.99,275,7.5,33
游族转债,128074,,游族网络,002174,通信互联网,114.9,0.04,-0.32,15.87,-0.50,7.3,0.6,17.06,2.66,-7.0,93.02,23.5,120.0,5.82,3.82,8.2,7.6,11.5,0.80,0.20,0.68,-2.55,-2.72,85.61,91.02,20.29,111.31,3.2,111.31,22,17,0.54,-0.47,1.57,200,5.0,22
远东转债,128075,,远东传动,002406,汽车,104.411,0.00,-0.11,5.14,-0.19,1.8,0.2,5.79,1.11,-11.2,88.77,17.6,120.0,5.82,3.82,31.0,27.5,8.9,1.73,1.25,1.64,-0.17,-0.35,85.51,87.16,19.51,106.67,-2.1,106.67,15,17,0.54,0.60,0.50,200,5.0,14
桃李转债,113544,,桃李面包,603866,食品饮料,117.61,-1.17,-1.39,44.06,-4.32,16,1.4,47.54,8.41,-7.3,92.68,26.9,119.0,5.81,3.81,3.4,3.2,10.0,-0.35,-0.82,-0.44,-3.12,-3.30,85.64,87.29,21.20,108.49,8.4,108.49,26,16,0.59,-1.37,2.67,200,5.0,19
晶瑞转债,123031,,晶瑞股份,300655, 石油然气化工,131.61,3.50,0.70,26.45,4.55,148,61.6,18.38,7.70,43.9,143.91,-8.5,98.0,5.75,3.75,4.6,6.6,1.9,-2.14,-2.62,-2.23,-5.89,-6.05,78.32,77.25,74.18,151.44,-13.1,151.44,2,18,0.92,3.66,-1.37,275,7.5,25
哈尔转债,128073,,哈尔斯,002615,其他,105.623,0.50,-0.70,5.28,-0.38,1.7,0.6,5.80,2.46,-9.0,91.03,16.0,92.0,4.74,2.74,13.8,12.6,3.0,1.97,1.37,1.85,-1.05,-1.21,86.61,88.14,19.08,107.22,-1.5,107.22,15,17,0.55,0.33,0.77,325,6.0,26
九洲转债,123030,,九洲电气,300040,能源电力,102.961,-0.39,-0.80,5.27,-2.04,2.2,0.7,5.70,0.93,-7.5,92.46,11.4,91.0,5.73,3.73,17.0,15.8,3.1,2.84,2.20,2.71,0.26,0.06,83.10,86.88,24.06,110.94,-7.2,110.94,8,18,0.58,1.47,-0.22,325,6.0,33
翔鹭转债,128072,,翔鹭钨业,002842,有色金属,106.005,0.48,0.13,11.7,1.39,0.6,0.2,15.36,3.84,-23.8,76.17,39.2,90.0,5.73,3.73,9.4,7.2,3.0,1.54,1.04,1.44,-0.53,-0.72,82.94,83.27,15.38,98.65,7.5,98.65,30,18,0.44,-1.55,2.55,325,6.0,18
英科转债,123029,,英科医疗,300677,医药,114.36,-0.01,-0.53,15.45,-1.09,0.9,0.2,16.25,2.22,-4.9,95.08,20.3,88.0,5.72,3.72,15.3,14.6,4.7,3.54,2.46,3.33,-1.54,-1.90,86.28,100.45,20.83,121.28,-5.7,121.28,10,17,0.49,1.02,0.01,325,6.0,31
合兴转债,128071,,合兴包装,002228,造纸包装印刷,106.25,0.78,-0.07,3.94,1.29,1.6,0.3,4.38,1.60,-10.0,89.95,18.1,88.0,5.72,3.72,12.9,11.6,6.0,1.46,0.98,1.36,-0.62,-0.80,85.85,87.51,20.57,108.08,-1.7,108.08,17,18,0.55,0.50,0.61,200,5.0,21
欧派转债,113543,,欧派家居,603833,其他,118.6,-0.60,0.73,101.89,0.19,38,2.1,101.46,4.88,0.4,100.42,18.1,88.0,5.72,4.72,3.5,3.5,15.0,-0.48,-0.95,-0.57,-2.35,-2.56,83.54,87.70,26.34,114.04,4.0,114.04,24,16,0.67,-0.45,1.80,200,5.0,19
好客转债,113542,,好莱客,603898,其他,106.45,0.11,-0.11,14.55,0.00,0.3,0.0,16.62,1.86,-12.5,87.55,21.6,71.0,5.68,3.68,14.0,12.2,6.3,1.44,0.95,1.35,-0.66,-0.85,86.22,87.88,17.94,105.81,0.6,105.81,19,17,0.52,0.05,0.99,200,5.0,25
荣晟转债,113541,,荣晟环保,603165,造纸包装印刷,101.67,-0.25,-0.60,16.24,-1.52,1.1,0.3,18.72,2.16,-13.2,86.75,17.2,62.0,5.65,3.65,11.5,9.9,3.3,2.33,1.82,2.23,0.61,0.40,83.47,83.67,21.77,105.44,-3.6,105.44,14,18,0.56,0.67,0.46,325,6.0,37
南威转债,113540,,南威软件,603636,计算机及应用,115.32,0.02,-0.28,10.38,-0.38,1.7,0.2,10.13,3.12,2.5,102.47,12.5,52.0,5.63,3.63,12.1,12.4,6.6,0.42,-0.14,0.31,-2.68,-2.88,83.64,85.60,32.51,118.11,-2.4,118.11,16,18,0.70,0.60,0.80,325,6.0,29
圣达转债,113539,,圣达生物,603079,医药,117.55,0.93,1.40,35.5,2.72,27,7.6,28.78,4.83,23.3,123.35,-4.7,42.0,5.60,3.60,7.5,9.3,3.0,0.59,-0.08,0.45,-3.10,-3.33,80.11,81.94,52.60,134.54,-12.6,134.54,2,17,0.85,3.14,-1.10,275,7.5,43
智能转债,128070,,智能自控,002877,机械装备制造,99.283,-0.30,-0.05,7.65,-0.65,2.0,0.9,9.55,3.71,-19.9,80.10,23.9,41.0,5.60,0,9.0,7.2,2.3,3.26,2.66,3.14,0,0,0,79.56,21.29,100.85,-1.6,100.85,17,18,0.53,-0.23,1.31,275,7.5,29
安图转债,113538,,安图生物,603658,医药,150.35,-0.31,-0.59,102.89,-0.96,55,5.4,64.11,20.28,60.5,160.49,-6.3,37.0,5.58,3.58,1.6,2.5,6.8,-4.73,-5.17,-4.82,-9.50,-9.65,86.42,88.09,77.95,166.03,-9.4,166.03,2,16,0.94,3.03,-0.87,200,5.0,26
华森转债,128069,,华森制药,002907,医药,102.199,0.00,-0.42,14.2,-1.05,0.2,0.1,18.08,5.98,-21.5,78.54,30.1,32.0,5.57,3.57,5.3,4.1,3.0,3.06,2.40,2.93,0.47,0.26,83.86,87.67,13.23,100.90,1.3,100.90,19,16,0.41,-0.47,1.30,325,6.0,31
清水转债,123028,,清水源,300437,城市公用设施,101.35,-0.15,-0.23,10.1,-0.79,0.5,0.1,11.95,1.49,-15.5,84.52,19.9,27.0,5.56,3.56,22.2,18.8,4.9,3.56,2.83,3.41,1.06,0.78,85.04,89.31,18.42,107.73,-5.9,107.73,11,18,0.48,1.08,-0.06,325,6.0,38
环境转债,113028,,上海环境,601200,城市公用设施,118.42,0.09,0.62,10.83,1.03,11,0.4,10.44,1.57,3.7,103.74,14.2,26.0,5.56,3.56,21.9,22.8,21.7,-1.15,-1.50,-1.22,-3.53,-3.70,87.97,87.30,28.06,115.35,2.7,115.35,22,16,0.70,-0.02,1.41,300,4.5,19
华钰转债,113027,,华钰矿业,601020,有色金属,101.07,0.39,-0.16,8.81,0.46,2.7,0.4,10.17,2.16,-13.4,86.63,16.7,22.0,5.55,3.55,13.8,12.0,6.4,2.45,1.94,2.34,0.72,0.52,86.67,88.34,16.98,105.32,-4.0,105.32,13,17,0.50,1.00,0.05,200,5.0,50
蓝晓转债,123027,,蓝晓科技,300487, 石油然气化工,115.3,-0.26,-0.46,33.98,-0.88,11,2.9,29.58,6.00,14.9,114.87,0.4,19.0,5.54,3.54,4.8,5.6,3.4,0.74,0.11,0.61,-2.55,-2.80,80.55,81.23,46.61,127.84,-9.8,127.84,2,17,0.83,2.32,-0.49,275,7.5,24
文灿转债,113537,,文灿股份,603348,汽车,103.14,0.04,0.40,16.35,0.99,2.7,0.3,19.93,1.78,-18.0,82.04,25.7,16.0,5.54,3.54,22.2,18.2,8.0,3.16,2.45,3.02,0.47,0.21,84.81,89.08,15.70,104.78,-1.6,104.78,17,17,0.44,0.17,0.72,325,6.0,47
中环转债,123026,,中环环保,300692,城市公用设施,104.911,-0.28,-0.71,11.76,-1.59,1.8,0.6,12.31,2.33,-4.5,95.53,9.8,18.0,4.54,2.54,15.4,14.7,2.9,1.29,0.83,1.20,-0.59,-0.82,88.34,85.76,24.58,110.34,-4.9,110.34,11,18,0.62,1.26,0.04,325,6.0,31
和而转债,128068,,和而泰,002402,电子,123.61,0.70,1.21,10.85,2.26,6.9,1.0,9.09,5.12,19.4,119.36,3.6,13.0,5.52,3.52,5.9,7.0,5.5,-1.60,-2.02,-1.68,-4.67,-4.86,83.94,82.69,45.43,128.13,-3.5,128.13,12,16,0.85,1.25,0.48,325,6.0,34
三星转债,113536,,三星新材,603578,家电,104.24,-0.11,-0.45,19,-0.94,1.9,1.0,19.75,2.95,-3.8,96.20,8.4,8.0,5.51,3.51,11.3,10.9,1.9,1.84,1.33,1.74,-0.18,-0.38,86.84,88.51,23.94,112.46,-7.3,112.46,8,18,0.60,1.86,-0.52,200,5.0,47
大业转债,113535,,大业股份,603278,汽车,98.13,-0.77,0.52,8.61,-1.15,6.1,1.2,12.56,1.57,-31.4,68.55,43.1,0.0,4.45,2.45,20.0,13.7,5.0,3.34,2.77,3.23,1.55,1.37,90.08,91.64,5.40,97.03,1.1,97.03,22,18,0.21,-0.21,0.63,200,5.0,37
一心转债,128067,,一心堂,002727,医药,110.395,-0.46,0.63,23.08,0.35,2.8,0.4,27.28,3.00,-15.4,84.60,30.5,0.0,5.39,3.39,4.6,3.9,6.0,0.47,0.03,0.39,-1.76,-1.96,87.33,87.47,15.29,102.76,7.4,102.76,28,16,0.49,-1.25,2.31,200,5.0,22
亚泰转债,128066,,亚泰国际,002811,建筑,105.201,-0.80,-0.05,14.48,-1.30,4.2,0.8, 14.80,1.80,-2.2,97.84,7.5,0.0,5.39,3.39,18.4,18.0,4.8,2.16,1.56,2.04,-0.30,-0.53,85.07,86.86,26.19,113.06,-6.9,113.06,7,16,0.66,1.58,-0.17,325,6.0,52
永鼎转债,110058,,永鼎股份,600105,通信互联网,100.72,-0.11,-0.14,4.49,-0.88,27,2.7, 6.35,2.02,-29.3,70.71,42.4,0.0,5.38,3.38,17.5,12.4,9.8,2.58,2.05,2.47,0.84,0.62,87.46,89.14,7.80,96.94,3.9,96.94,24,17,0.29,-0.73,1.31,200,5.0,51
雅化转债,128065,,雅化集团,002497, 石油然气化工,97.401,0.06,0.33,6.23,1.47,4.9,0.6,8.96,2.17,-30.5,69.53,40.1,0.0,5.38,3.38,13.4,9.3,8.0,2.54,2.13,2.46,1.80,1.58,87.46,86.07,7.84,93.91,3.7,93.91,23,16,0.27,-0.64,1.19,200,5.0,51
创维转债,127013,,创维数字,000810,电子,109.458,-0.07,0.56,10.29,0.98,2.2,0.2,11.49,3.18,-10.4,89.56,22.2,0.0,5.38,3.38,9.6,8.6,10.4,1.48,0.88,1.36,-1.50,-1.70,87.47,91.46,16.42,107.88,1.5,107.88,20,16,0.50,-0.14,1.14,200,5.0,45
核能转债,113026,,中国核电,601985,能源电力,105.65,-0.22,-0.23,4.89,-1.21,17,0.2,6.20,1.58,-21.1,78.87,34.0,0.0,5.38,3.38,10.2,8.1,78.0,0.75,0.40,0.68,-0.61,-0.80,90.16,89.42,9.17,98.59,7.2,98.59,23,15,0.37,-1.04,1.81,300,4.0,43
明泰转债,113025,,明泰铝业,601677,有色金属,108.92,0.03,0.31,10.86,0.56,5.7,0.3,11.30,0.95,-3.9,96.11,13.3,0.0,5.37,3.37,27.5,26.4,18.4,1.11,0.58,1.00,-1.38,-1.59,87.56,89.37,21.68,111.05,-1.9,111.05,15,16,0.60,0.65,0.56,200,5.0,55
鼎胜转债,113534,,鼎胜新材,603876,有色金属,101.4,-0.35,0.17,13.3,-0.37,1.5,0.1, 15.28,1.52,-13.0,87.04,16.5,0.0,5.37,3.37,21.9,19.1,12.5,2.45,1.92,2.35,0.64,0.43,87.54,89.23,15.60,104.83,-3.3,104.83,12,16,0.49,0.82,0.19,200,5.0,62
核建转债,113024,,中国核建,601611,建筑,103.43,0.14,0.01,6.98,0.58,0.6,0.0,9.87,1.92,-29.3,70.72,46.3,0.0,5.36,3.36,16.4,11.6,30.0,1.17,0.82,1.10,0.02,-0.17,90.14,89.39,6.35,95.74,8.0,95.74,29,16,0.26,-1.29,1.86,300,4.0,39
司尔转债,128064,,司尔特,002538, 石油然气化工,97.048,-0.12,-0.22,4.5,-1.10,1.9,0.2,6.15,0.89,-26.8,73.17,32.6,0.0,5.36,3.36,24.8,18.1,8.0,3.36,2.82,3.25,1.98,1.76,87.55,89.24,8.21,97.44,-0.4,97.44,16,16,0.31,0.11,0.51,200,5.0,60
未来转债,128063,,德尔未来,002631,其他,103.531,-0.17,0.12,6.93,-0.14,0.4,0.1,8.67,2.67,-20.1,79.93,29.5,0.0,5.35,4.35,13.6,10.9,6.3,4.27,3.34,4.09,1.25,0.85,84.58,95.07,11.66,106.72,-3.0,106.72,13,16,0.35,0.44,0.28,325,6.0,55
参林转债,113533,,大参林,603233,医药,141.83,-0.57,-0.24,49.99,-0.91,7.4,1.6,36.50,7.75,37.0,136.96,3.6,0.0,5.35,3.35,1.3,1.7,3.3,-4.26,-4.67,-4.34,-8.68,-8.86,87.51,87.66,56.38,144.04,-1.5,144.04,2,16,0.89,1.08,0.72,200,5.0,33
海环转债,113532,,海峡环保,603817,城市公用设施,103.55,0.15,-0.29,6.26,-0.32,0.5,0.1,7.75,1.77,-19.2,80.77,28.2,0.0,5.35,3.35,16.3,13.2,4.6,1.70,1.23,1.60,0.01,-0.20,87.62,87.77,13.47,101.24,2.3,101.24,21,17,0.44,-0.36,1.24,200,5.0,39
亚药转债,128062,,亚太药业,002370,医药,89.442,-0.07,0.06,6.35,-1.40,15,1.7,16.25,1.37,-60.9,39.08,129,0.0,5.35,3.35,28.3,11.1,9.7,5.77,5.06,5.63,4.30,4.08,87.43,92.97,0.15,93.12,-4.0,93.12,2,16,0.01,0.82,-0.73,200,5.0,100
现代转债,110057,,现代制药,600420,医药,108.03,0.10,-0.37,8.54,-0.58,0.3,0.0,9.99,1.24,-14.5,85.49,26.4,0.0,5.34,3.34,18.4,15.8,16.2,0.52,0.13,0.44,-1.23,-1.42,90.30,90.37,12.96,103.33,4.5,103.33,23,16,0.46,-0.49,1.42,300,4.0,38
百姓转债,113531,,老百姓,603883,医药,123,0.04,2.00,69,2.66,2.0,0.5,60.09,5.97,14.8,114.83,7.1,0.0,4.34,2.34,1.7,1.9,3.3,-2.04,-2.55,-2.14,-7.35,-7.47,90.04,91.33,31.32,122.65,0.3,122.65,21,16,0.77,0.49,1.04,200,5.0,21
精测转债,123025,,精测电子,300567,电子,109.7,0.09,0.14,39.08,0.57,1.1,0.3,50.25,7.23,-22.2,77.77,41.1,0.0,5.34,3.34,3.9,3.0,3.8,1.37,0.78,1.25,-1.49,-1.72,85.15,86.95,13.39,100.34,9.3,100.34,32,17,0.40,-1.86,2.84,325,6.0,26
启明转债,128061,,启明星辰,002439,通信互联网,123.775,-0.34,-0.74,30.93,-1.53,1.9,0.1,28.29,7.80,9.3,109.33,13.2,0.0,5.33,3.33,3.8,4.1,10.5,-0.85,-1.44,-0.97,-4.95,-5.14,87.69,91.69,30.05,121.75,1.7,121.75,19,16,0.71,0.07,1.34,200,5.0,29
大丰转债,113530,,大丰实业,603081,建筑,109.92,-0.99,-0.86,17.41,-2.95,7.4,1.1,16.76,3.78,3.9,103.88,5.8,0.0,5.33,3.33,9.0,9.4,6.3,1.97,1.25,1.83,-1.68,-1.89,87.79,94.57,24.38,118.95,-7.6,118.95,2,16,0.63,1.98,-0.57,200,5.0,54
中装转债,128060,,中装建设,002822,建筑,144.086,-2.04,-2.15,8.68,-4.19,30,22.9,6.19,2.21,40.2,140.23,2.8,0.0,5.33,3.33,1.5,2.2,0.9,-4.48,-4.90,-4.56,-9.03,-9.20,87.70,87.85,52.38,140.23,2.8,140.23,64,17,1.00,0.44,1.55,200,5.0,55
招路转债,127012,,招商公路,001965,机场高速港口,108,0.00,0.25,8.09,0.50,23,0.4,9.09,1.05,-11.0,89.00,21.3,0.0,5.32,3.32,10.0,8.9,50.0,0.05,-0.24,-0.01,-1.62,-1.74,89.08,88.13,14.53,102.66,5.2,102.66,23,15,0.51,-0.57,1.62,300,4.0,60
岱勒转债,123024,,岱勒新材,300700,机械装备制造,99.28,-0.43,0.18,18.81,-0.69,0.3,0.2,24.90,2.98,-24.5,75.54,31.4,0.0,4.31,2.31,13.5,10.2,2.1,3.16,2.57,3.04,1.13,0.96,85.48,83.38,12.75,96.13,3.3,96.13,25,18,0.36,-0.84,1.59,275,7.5,37
迪森转债,123023,,迪森股份,300335,能源电力,98.59,-0.10,0.03,5.53,-0.18,3.0,0.5,7.19,1.46,-23.1,76.91,28.2,0.0,5.31,4.31,29.9,23.0,6.0,3.09,2.55,2.98,1.62,1.37,85.22,89.46,11.31,100.77,-2.2,100.77,16,18,0.37,0.51,0.24,200,5.0,50
亨通转债,110056,,亨通光电,600487,通信互联网,111.8,0.96,-0.88,15.67,0.13,11,0.5, 15.68,2.28,-0.1,99.94,11.9,0.0,5.31,3.31,5.8,5.8,17.3,0.56,0.05,0.46,-2.19,-2.38,89.04,91.53,22.93,114.46,-2.3,114.46,13,16,0.63,0.92,0.37,375,4.5,59
通威转债,110054,,通威股份,600438,农业,120.7,-0.65,-1.10,12.24,-2.86,6.4,0.1,12.28,2.91,-0.3,99.67,21.1,0.0,5.31,3.31,10.5,10.5,50.0,-0.80,-1.31,-0.90,-4.18,-4.39,89.53,92.02,22.16,114.18,5.7,114.18,23,16,0.61,-0.68,1.94,375,4.5,19
长信转债,123022,,长信科技,300088,通信互联网,126.2,2.35,0.74,7.88,3.68,89,6.3,6.25,3.41,26.1,126.08,0.1,0.0,5.31,3.31,6.3,7.9,11.5,-1.68,-2.17,-1.78,-5.46,-5.65,87.80,89.49,45.16,134.64,-6.3,134.64,2,16,0.84,2.03,-0.22,200,5.0,22
伊力转债,110055,,伊力特,600197,食品饮料,110.01,0.01,0.02,15.07,0.07,2.0,0.2,17.25,2.61,-12.6,87.36,25.9,0.0,5.30,3.30,13.2,11.5,8.8,0.95,0.42,0.84,-1.63,-1.84,88.03,89.72,15.72,105.43,4.3,105.43,23,16,0.49,-0.68,1.70,200,5.0,29
苏银转债,110053,,江苏银行,600919,金融,110.57,-0.34,-0.07,6.93,-0.86,64,0.3,7.56,0.74,-8.3,91.67,20.6,0.0,5.29,0,25.0,22.9,200.0,1.46,0.81,1.33,0,0,0,97.48,16.32,113.81,-2.8,113.81,15,18,0.47,0.97,0.03,300,4.0,66
浙商转债,113022,,浙商证券,601878,金融,106,0.09,-0.29,8.3,-0.84,4.7,0.1,12.46,1.96,-33.4,66.61,59.1,0.0,5.29,0,12.7,8.4,35.0,0.69,0.34,0.62,0,0,0,89.75,5.60,95.34,11.2,95.34,37,18,0.24,-1.85,2.45,300,4.0,39
视源转债,128059,,视源股份,002841,电子,124.1,1.70,0.38,84.16,2.76,7.0,0.6,75.72,12.21,11.1,111.15,11.7,0.0,5.29,3.29,1.7,1.9,9.4,-1.57,-2.05,-1.67,-5.09,-5.29,87.88,88.80,33.37,122.17,1.6,122.17,21,16,0.75,0.18,1.33,200,5.0,18
中鼎转2,127011,,中鼎股份,000887,汽车,106.7,-0.74,0.55,8.07,-0.86,1.9,0.2,11.79,1.15,-31.6,68.45,55.9,0.0,5.28,3.28,12.2,8.3,12.0,1.56,1.02,1.45,-0.77,-0.99,89.58,92.20,5.66,97.86,9.0,97.86,34,17,0.22,-1.59,2.13,375,4.5,21
拓邦转债,128058,,拓邦股份,002139,电子,111.403,-0.98,0.80,4.85,-0.41,1.4,0.2,5.54,2.10,-12.5,87.55,27.3,0.0,5.28,3.28,11.6,10.1,5.7,1.94,1.18,1.79,-1.75,-2.02,88.90,95.70,13.84,109.54,1.7,109.54,21,16,0.43,-0.24,1.11,200,5.0,29
博彦转债,128057,,博彦科技,002649,计算机及应用,109.109,-0.54,0.16,8.71,-0.57,6.7,1.1,8.81,1.75,-1.1,98.86,10.4,0.0,5.27,3.27,12.5,12.4,5.7,1.38,0.78,1.26,-1.51,-1.73,85.45,87.13,25.91,113.04,-3.5,113.04,12,16,0.66,0.82,0.52,325,6.0,60
贵广转债,110052,,贵广网络,600996,传媒娱乐,115.2,-0.36,0.58,7.81,0.39,11,0.6,8.04,1.81,-2.9,97.14,18.6,0.0,5.27,3.27,18.6,18.1,15.3,0.58,-0.05,0.46,-2.95,-3.18,89.88,94.88,19.26,114.14,0.9,114.14,19,16,0.56,0.14,0.97,375,4.5,27
万信转2,123021,,万达信息,300168,计算机及应用,124.661,-2.99,-0.10,16.82,-3.83,119,14.4,13.60,5.10,23.7,123.68,0.8,0.0,5.27,3.27,3.4,4.2,6.5,-0.98,-1.58,-1.10,-5.21,-5.41,87.96,91.98,41.12,133.10,-6.3,133.10,2,16,0.81,1.99,-0.25,200,5.0,34
中信转债,113021,,中信银行,601998,金融,107.82,-0.19,-0.49,6.04,-1.79,16,0.0,7.22,0.68,-16.3,83.66,28.9,0.0,5.27,0,13.5,11.3,400.0,1.93,1.27,1.80,0,0,0,97.43,11.11,108.55,-0.7,108.55,16,17,0.38,0.42,0.36,300,4.0,52
富祥转债,123020,,富祥股份,300497,医药,116.236,0.20,0.02,16.9,0.30,7.3,1.7,14.93,3.61,13.2,113.19,2.7,0.0,5.26,3.26,8.2,9.3,3.8,0.82,0.13,0.69,-3.09,-3.32,85.81,89.82,35.94,125.76,-7.6,125.76,2,16,0.76,1.97,-0.32,325,6.0,38
长城转债,113528,,长城科技,603897,机械装备制造,98.13,-0.20,-0.16,17.46,-1.08,1.6,0.3,24.03,1.76,-27.3,72.66,35.1,0.0,5.26,3.26,20.4,14.8,6.3,3.67,3.03,3.54,1.85,1.59,85.79,87.60,10.44,98.03,0.1,98.03,18,17,0.34,-0.19,0.86,325,6.0,46
今飞转债,128056,,今飞凯达,002863,汽车,98.198,-0.26,-0.08,5.23,-0.76,0.9,0.3,6.78,1.98,-22.9,77.14,27.3,0.0,5.25,3.25,18.7,14.4,3.7,4.30,3.54,4.15,1.99,1.71,82.12,84.00,16.15,100.15,-1.9,100.15,15,17,0.44,-0.15,1.03,275,7.5,60
 中转债,110051,, 中科技,600522,通信互联网,104.79,-0.19,0.10,8.08,-0.25,9.4,0.2,10.19,1.24,-20.7,79.29,32.2,0.0,5.25,3.25,16.0,12.7,39.7,1.72,1.21,1.62,-0.26,-0.47,89.44,91.14,9.92,101.05,3.7,101.05,22,16,0.37,-0.53,1.28,375,4.5,34
长青转2,128055,,长青股份,002391, 石油然气化工,115.55,0.03,-0.56,7.78,-0.77,2.2,0.2,7.41,1.29,5.0,104.99,10.1,0.0,5.25,3.25,21.8,22.9,9.1,-0.01,-0.53,-0.11,-3.07,-3.28,88.21,89.91,28.04,117.95,-2.0,117.95,13,16,0.69,0.81,0.60,200,5.0,32
中来转债,123019,,中来股份,300393,能源电力,109.179,-0.29,-0.69,13.5,-1.60,7.0,0.6,13.29,1.83,1.6,101.58,7.5,0.0,5.24,3.24,20.6,21.0,10.0,2.69,1.87,2.53,-1.15,-1.42,86.15,92.70,27.38,120.08,-9.1,120.08,5,18,0.61,2.04,-0.64,325,6.0,59
