转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
远东转债,128075,,远东传动,002406,汽车,104.4,0.05,0.27,5.11,0.59,16,1.7,5.79,1.10,-11.7,88.26,18.3,126.0,5.84,3.84,31.2,27.5,8.9,1.73,1.25,1.64,-0.17,-0.35,85.45,87.09,18.97,106.06,-1.6,106.06,16,17,0.53,0.48,0.60,200,5.0,13
桃李转债,113544,,桃李面包,603866,食品饮料,120.82,0.86,0.28,48.83,1.64,10,0.9,47.54,9.32,2.7,102.71,17.6,125.0,5.83,3.83,3.1,3.2,10.0,-0.81,-1.27,-0.91,-3.76,-3.93,85.58,87.22,28.42,115.64,4.5,115.64,24,16,0.69,-0.53,1.94,200,5.0,21
晶瑞转债,123031,,晶瑞股份,300655, 石油然气化工,130.09,-0.23,1.81,26.91,1.70,235,97.5,18.38,7.83,46.4,146.41,-11.1,104.0,5.77,3.77,4.5,6.6,1.9,-1.97,-2.45,-2.07,-5.64,-5.81,78.23,77.17,76.96,154.12,-15.6,154.12,2,18,0.93,4.38,-1.89,275,7.5,26
哈尔转债,128073,,哈尔斯,002615,其他,105.005,0.16,-0.48,5.3,-0.56,1.7,0.5,5.80,2.47,-8.6,91.38,14.9,98.0,4.75,2.75,13.8,12.6,3.0,2.09,1.49,1.97,-0.85,-1.01,86.53,88.06,19.39,107.46,-2.3,107.46,14,17,0.56,0.50,0.62,325,6.0,29
九洲转债,123030,,九洲电气,300040,能源电力,103.169,-0.18,0.62,5.26,0.77,0.8,0.2,5.70,0.93,-7.7,92.28,11.8,97.0,5.75,3.75,17.1,15.8,3.1,2.79,2.16,2.67,0.21,0.01,83.02,86.80,24.13,110.94,-7.0,110.94,11,18,0.58,1.42,-0.18,325,6.0,33
翔鹭转债,128072,,翔鹭钨业,002842,有色金属,105.505,-0.47,-0.71,11.68,-2.75,0.3,0.1,15.36,3.83,-24.0,76.04,38.7,96.0,5.75,3.75,9.4,7.2,3.0,1.62,1.13,1.52,-0.41,-0.60,82.86,83.19,15.02,98.21,7.4,98.21,28,18,0.43,-1.55,2.53,325,6.0,19
英科转债,123029,,英科医疗,300677,医药,114.601,-0.27,-0.21,15.94,-0.93,1.9,0.3,16.25,2.29,-1.9,98.09,16.8,94.0,5.73,3.73,14.9,14.6,4.7,3.49,2.42,3.28,-1.59,-1.95,86.20,100.36,22.79,123.14,-6.9,123.14,9,17,0.51,1.34,-0.23,325,6.0,34
合兴转债,128071,,合兴包装,002228,造纸包装印刷,106.3,-0.42,0.28,4.06,-0.25,1.9,0.3,4.38,1.65,-7.3,92.69,14.7,94.0,5.73,3.73,12.6,11.6,6.0,1.42,0.94,1.32,-0.66,-0.84,85.79,87.44,22.42,109.87,-3.2,109.87,15,18,0.57,0.85,0.31,200,5.0,20
欧派转债,113543,,欧派家居,603833,其他,118.78,-0.59,-0.31,100.8,-1.37,19,1.1,101.46,4.83,-0.7,99.35,19.6,94.0,5.73,4.73,3.5,3.5,15.0,-0.53,-1.00,-0.62,-2.40,-2.61,83.47,87.63,25.43,113.07,5.1,113.07,23,16,0.65,-0.66,2.00,200,5.0,20
好客转债,113542,,好莱客,603898,其他,106.75,-0.05,0.08,14.8,0.07,0.9,0.1,16.62,1.89,-11.0,89.05,19.9,77.0,5.69,3.69,13.7,12.2,6.3,1.39,0.90,1.29,-0.73,-0.92,86.15,87.81,19.00,106.81,-0.1,106.81,18,17,0.54,0.18,0.89,200,5.0,26
荣晟转债,113541,,荣晟环保,603165,造纸包装印刷,102.27,-0.61,-0.27,17.06,-1.44,4.1,1.2,18.72,2.26,-8.9,91.13,12.2,68.0,5.67,3.67,10.9,9.9,3.3,2.21,1.71,2.11,0.44,0.24,83.40,83.60,24.83,108.43,-5.7,108.43,11,18,0.61,1.15,0.12,325,6.0,40
南威转债,113540,,南威软件,603636,计算机及应用,115.23,-1.01,1.15,10.79,0.19,3.8,0.5,10.13,3.24,6.5,106.52,8.2,58.0,5.65,3.65,11.6,12.4,6.6,0.43,-0.13,0.32,-2.66,-2.86,83.57,85.52,35.37,120.89,-4.7,120.89,14,18,0.72,1.14,0.33,325,6.0,29
圣达转债,113539,,圣达生物,603079,医药,120.13,-3.90,-1.11,36.1,-5.79,36,9.9,28.78,4.92,25.4,125.43,-4.2,48.0,5.61,3.61,7.4,9.3,3.0,0.22,-0.43,0.09,-3.60,-3.83,80.02,81.85,54.86,136.71,-12.1,136.71,2,17,0.86,3.07,-1.03,275,7.5,45
智能转债,128070,,智能自控,002877,机械装备制造,99.995,-0.42,0.06,7.77,-0.64,2.0,0.9,9.55,3.77,-18.6,81.36,22.9,47.0,5.61,0,8.9,7.2,2.3,3.08,2.49,2.96,0,0,0,79.47,22.30,101.77,-1.7,101.77,17,18,0.55,-0.20,1.31,275,7.5,29
安图转债,113538,,安图生物,603658,医药,163.81,0.78,-0.89,109.27,-0.12,43,3.9,64.11,21.54,70.4,170.44,-3.9,43.0,5.60,3.60,1.5,2.5,6.8,-6.20,-6.63,-6.29,-11.1,-11.3,86.35,88.02,87.84,175.86,-6.9,175.86,2,16,0.95,2.43,-0.36,200,5.0,27
华森转债,128069,,华森制药,002907,医药,102,-0.51,-0.18,14.42,-1.64,0.6,0.2,18.08,6.07,-20.2,79.76,27.9,38.0,5.59,3.59,5.2,4.1,3.0,3.09,2.43,2.96,0.52,0.31,83.78,87.59,13.82,101.42,0.6,101.42,18,16,0.42,-0.33,1.16,325,6.0,32
清水转债,123028,,清水源,300437,城市公用设施,101.438,-0.55,0.41,10.14,-0.29,1.6,0.3,11.95,1.49,-15.1,84.85,19.5,33.0,5.58,3.58,22.1,18.8,4.9,3.52,2.80,3.38,1.02,0.74,84.97,89.22,18.53,107.76,-5.9,107.76,12,18,0.48,1.06,-0.04,325,6.0,39
环境转债,113028,,上海环境,601200,城市公用设施,118.6,-0.34,-0.68,10.83,-1.46,1.6,0.1,10.44,1.57,3.7,103.74,14.3,32.0,5.57,3.57,21.9,22.8,21.7,-1.20,-1.56,-1.27,-3.60,-3.77,87.91,87.24,27.97,115.21,2.9,115.21,21,16,0.70,-0.07,1.47,300,4.5,21
华钰转债,113027,,华钰矿业,601020,有色金属,100.14,-0.45,-0.09,8.55,-1.16,5.9,0.9,10.17,2.10,-15.9,84.07,19.1,28.0,5.56,3.56,14.2,12.0,6.4,2.60,2.09,2.50,0.95,0.75,86.61,88.28,15.44,103.72,-3.4,103.72,13,17,0.46,0.81,0.15,200,5.0,53
蓝晓转债,123027,,蓝晓科技,300487, 石油然气化工,116.3,-0.24,0.21,34.49,-0.03,7.7,1.9,29.58,6.09,16.6,116.60,-0.3,25.0,5.55,3.55,4.8,5.6,3.4,0.58,-0.05,0.45,-2.76,-3.01,80.46,81.14,47.99,129.12,-9.9,129.12,2,17,0.84,2.37,-0.52,275,7.5,24
文灿转债,113537,,文灿股份,603348,汽车,103.38,-0.31,0.86,16.86,1.14,6.9,0.8,19.93,1.84,-15.4,84.60,22.2,22.0,5.55,3.55,21.6,18.2,8.0,3.10,2.40,2.96,0.40,0.15,84.73,89.00,17.48,106.48,-2.9,106.48,16,17,0.48,0.44,0.53,325,6.0,51
中环转债,123026,,中环环保,300692,城市公用设施,106.199,-0.54,0.22,12.12,-0.49,5.9,1.9,12.31,2.40,-1.5,98.46,7.9,24.0,4.55,2.55,15.0,14.7,2.9,1.02,0.56,0.92,-1.03,-1.26,88.26,85.68,26.62,112.29,-5.4,112.29,11,18,0.66,1.38,-0.00,325,6.0,32
和而转债,128068,,和而泰,002402,电子,130.29,1.00,-0.85,12.04,0.17,20,2.8,9.09,5.68,32.5,132.45,-1.6,19.0,5.53,3.53,5.3,7.0,5.5,-2.54,-2.95,-2.62,-6.01,-6.19,83.86,82.62,57.38,140.00,-6.9,140.00,2,16,0.90,2.19,-0.26,325,6.0,35
三星转债,113536,,三星新材,603578,家电,103.96,-0.16,-0.02,18.82,-0.32,0.9,0.5,19.75,2.92,-4.7,95.29,9.1,14.0,5.52,3.52,11.4,10.9,1.9,1.91,1.41,1.81,-0.07,-0.26,86.77,88.45,23.39,111.84,-7.0,111.84,9,18,0.59,1.77,-0.47,200,5.0,49
大业转债,113535,,大业股份,603278,汽车,99.21,0.15,-0.29,8.45,-0.71,7.2,1.5,12.56,1.54,-32.7,67.28,47.5,0.0,4.46,2.46,20.4,13.7,5.0,3.10,2.53,2.99,1.16,0.99,90.01,91.56,4.98,96.55,2.8,96.55,24,18,0.20,-0.53,0.93,200,5.0,39
一心转债,128067,,一心堂,002727,医药,111.877,-0.12,-0.27,23.61,-0.76,1.3,0.2,27.28,3.07,-13.5,86.55,29.3,0.0,5.41,3.41,4.5,3.9,6.0,0.22,-0.22,0.13,-2.12,-2.31,87.26,87.40,16.29,103.69,7.9,103.69,27,16,0.51,-1.30,2.41,200,5.0,24
亚泰转债,128066,,亚泰国际,002811,建筑,106.02,-0.19,-0.40,14.72,-0.88,1.9,0.4, 14.80,1.83,-0.5,99.46,6.6,0.0,5.40,3.40,18.1,18.0,4.8,2.05,1.44,1.93,-0.45,-0.69,84.99,86.78,27.27,114.05,-7.0,114.05,6,16,0.67,1.64,-0.20,325,6.0,54
永鼎转债,110058,,永鼎股份,600105,通信互联网,100.49,1.70,-1.81,3.63,-0.82,115,11.6, 6.35,1.63,-42.8,57.17,75.8,0.0,5.40,3.40,21.7,12.4,9.8,2.63,2.10,2.53,0.92,0.71,87.39,89.07,3.03,92.11,9.1,92.11,33,17,0.13,-1.69,2.03,200,5.0,52
雅化转债,128065,,雅化集团,002497, 石油然气化工,96.653,0.03,-0.21,5.8,-0.85,2.2,0.3,8.96,2.02,-35.3,64.73,49.3,0.0,5.40,3.40,14.4,9.3,8.0,2.70,2.30,2.62,2.04,1.83,87.39,86.00,6.02,92.02,5.0,92.02,25,16,0.20,-0.92,1.34,200,5.0,54
创维转债,127013,,创维数字,000810,电子,110.76,-0.13,0.39,10.88,0.46,2.2,0.2,11.49,3.36,-5.3,94.69,17.0,0.0,5.40,3.40,9.0,8.6,10.4,1.25,0.65,1.13,-1.82,-2.02,87.40,91.39,19.77,111.16,-0.4,111.16,17,16,0.56,0.28,0.85,200,5.0,47
核能转债,113026,,中国核电,601985,能源电力,104.55,0.07,0.00,4.77,0.21,7.8,0.1,6.20,1.55,-23.1,76.94,35.9,0.0,5.40,3.40,10.5,8.1,78.0,0.96,0.61,0.89,-0.29,-0.48,90.11,89.37,8.35,97.71,7.0,97.71,24,15,0.34,-1.05,1.76,300,4.0,44
明泰转债,113025,,明泰铝业,601677,有色金属,107.88,-1.13,0.74,10.82,-0.64,13,0.7,11.30,0.95,-4.2,95.75,12.7,0.0,5.38,3.38,27.6,26.4,18.4,1.30,0.78,1.20,-1.08,-1.29,87.49,89.31,21.62,110.92,-2.7,110.92,14,16,0.60,0.82,0.40,200,5.0,61
鼎胜转债,113534,,鼎胜新材,603876,有色金属,101.43,-0.63,0.34,13.1,-0.61,2.6,0.2, 15.28,1.50,-14.3,85.73,18.3,0.0,5.38,3.38,22.3,19.1,12.5,2.46,1.93,2.35,0.66,0.45,87.47,89.16,15.07,104.23,-2.7,104.23,14,16,0.48,0.67,0.31,200,5.0,65
核建转债,113024,,中国核建,601611,建筑,102.57,0.07,-0.20,6.76,-0.59,3.4,0.1,9.87,1.86,-31.5,68.49,49.8,0.0,5.38,3.38,16.9,11.6,30.0,1.31,0.96,1.24,0.23,0.04,90.08,89.34,5.56,94.90,8.1,94.90,29,16,0.23,-1.32,1.82,300,4.0,40
司尔转债,128064,,司尔特,002538, 石油然气化工,97.063,0.08,-0.01,4.5,0.22,2.7,0.3,6.15,0.89,-26.8,73.17,32.7,0.0,5.38,3.38,24.8,18.1,8.0,3.32,2.78,3.21,1.93,1.72,87.48,89.17,8.25,97.42,-0.4,97.42,17,16,0.31,0.10,0.52,200,5.0,62
未来转债,128063,,德尔未来,002631,其他,104.407,-0.38,0.07,6.97,-0.85,0.7,0.1,8.67,2.69,-19.6,80.39,29.9,0.0,5.36,4.36,13.5,10.9,6.3,4.09,3.17,3.91,1.05,0.66,84.50,94.98,11.98,106.96,-2.4,106.96,14,16,0.36,0.31,0.42,325,6.0,60
参林转债,113533,,大参林,603233,医药,147.18,-0.67,-0.13,52.73,-0.88,6.4,1.3,36.50,8.18,44.5,144.47,1.9,0.0,5.36,3.36,1.2,1.8,3.3,-4.86,-5.27,-4.94,-9.52,-9.69,87.45,87.59,63.44,151.03,-2.5,151.03,2,16,0.91,1.35,0.51,200,5.0,35
海环转债,113532,,海峡环保,603817,城市公用设施,103.53,-0.42,0.49,6.33,0.16,0.1,0.0,7.75,1.79,-18.3,81.68,26.8,0.0,5.36,3.36,16.1,13.2,4.6,1.73,1.27,1.64,0.07,-0.14,87.56,87.70,14.04,101.74,1.8,101.74,21,17,0.45,-0.26,1.15,200,5.0,41
亚药转债,128062,,亚太药业,002370,医药,91.755,-0.55,0.55,6.75,-0.59,8.1,0.9,16.25,1.45,-58.5,41.54,121,0.0,5.36,3.36,26.6,11.1,9.7,5.25,4.55,5.11,3.54,3.32,87.36,92.90,0.25,93.14,-1.5,93.14,2,16,0.01,0.30,-0.25,200,5.0,100
现代转债,110057,,现代制药,600420,医药,109.3,0.14,-0.03,8.79,0.23,13,0.8,9.99,1.28,-12.0,87.99,24.2,0.0,5.36,3.36,17.9,15.8,16.2,0.29,-0.09,0.22,-1.55,-1.74,90.24,90.31,14.49,104.80,4.3,104.80,23,16,0.49,-0.43,1.43,300,4.0,38
百姓转债,113531,,老百姓,603883,医药,124.36,-0.71,-1.55,68.54,-2.97,4.2,1.0,60.09,5.93,14.1,114.06,9.0,0.0,4.35,2.35,1.7,1.9,3.3,-2.28,-2.78,-2.38,-7.71,-7.83,89.98,91.26,30.96,122.22,1.8,122.22,18,16,0.76,0.19,1.33,200,5.0,23
精测转债,123025,,精测电子,300567,电子,109.388,0.26,0.34,36.55,1.78,1.0,0.2,50.25,6.76,-27.3,72.74,50.4,0.0,5.35,3.35,4.2,3.0,3.8,1.43,0.83,1.31,-1.41,-1.63,85.07,86.87,10.61,97.48,12.2,97.48,37,17,0.34,-2.34,3.29,325,6.0,27
启明转债,128061,,启明星辰,002439,通信互联网,128.988,-0.40,-0.81,34.24,-1.52,2.7,0.2,28.29,8.63,21.0,121.03,6.6,0.0,5.35,3.35,3.4,4.1,10.5,-1.63,-2.21,-1.75,-6.06,-6.24,87.63,91.62,39.49,131.11,-1.6,131.11,13,16,0.79,0.89,0.71,200,5.0,29
大丰转债,113530,,大丰实业,603081,建筑,108.71,-0.17,-0.54,17.1,-1.16,18,2.7,16.76,3.72,2.0,102.03,6.5,0.0,5.35,3.35,9.2,9.4,6.3,2.23,1.51,2.08,-1.29,-1.50,87.72,94.50,23.36,117.86,-7.8,117.86,5,16,0.61,1.98,-0.60,200,5.0,57
中装转债,128060,,中装建设,002822,建筑,155,1.54,-0.49,9.64,1.05,124,82.7,6.19,2.45,55.7,155.74,-0.5,0.0,5.34,3.34,1.5,2.4,1.0,-5.80,-6.20,-5.88,-10.6,-10.8,87.64,87.78,67.95,155.74,-0.5,155.74,2,17,1.00,1.10,0.91,200,5.0,59
招路转债,127012,,招商公路,001965,机场高速港口,107.561,-0.40,-0.03,7.95,-0.87,23,0.4,9.09,1.04,-12.5,87.46,23.0,0.0,5.33,3.33,10.2,8.9,50.0,0.13,-0.16,0.07,-1.50,-1.61,89.03,88.08,13.73,101.81,5.7,101.81,23,15,0.49,-0.66,1.67,300,4.0,62
岱勒转债,123024,,岱勒新材,300700,机械装备制造,100.099,-0.23,0.29,19.32,0.16,0.5,0.2,24.90,3.07,-22.4,77.59,29.0,0.0,4.33,2.33,13.2,10.2,2.1,2.96,2.38,2.85,0.82,0.65,85.38,83.28,13.97,97.25,2.9,97.25,24,18,0.39,-0.75,1.56,275,7.5,37
迪森转债,123023,,迪森股份,300335,能源电力,99.051,-0.10,0.03,5.46,-0.18,1.8,0.3,7.19,1.44,-24.1,75.94,30.4,0.0,5.33,4.33,30.3,23.0,6.0,2.95,2.41,2.85,1.47,1.22,85.15,89.40,10.88,100.28,-1.2,100.28,18,18,0.35,0.30,0.42,200,5.0,51
亨通转债,110056,,亨通光电,600487,通信互联网,108.53,-0.10,0.14,15.69,0.13,17,0.9, 21.64,2.28,-27.5,72.50,49.7,0.0,5.32,3.32,5.8,4.2,17.3,1.13,0.62,1.03,-1.34,-1.53,88.98,91.46,6.67,98.13,10.6,98.13,33,16,0.27,-1.80,2.48,375,4.5,60
通威转债,110054,,通威股份,600438,农业,120.1,0.48,-0.02,12.49,0.73,24,0.4,12.28,2.97,1.7,101.71,18.1,0.0,5.32,3.32,10.3,10.5,50.0,-0.73,-1.25,-0.83,-4.07,-4.28,89.47,91.96,23.68,115.64,3.9,115.64,22,16,0.64,-0.32,1.61,375,4.5,21
长信转债,123022,,长信科技,300088,通信互联网,122.77,-1.44,0.69,7.07,-0.98,6.2,0.4,6.25,3.06,13.1,113.12,8.5,0.0,5.32,3.32,7.0,7.9,11.5,-1.20,-1.70,-1.30,-4.75,-4.94,87.73,89.42,34.46,123.88,-0.9,123.88,17,16,0.76,0.69,0.84,200,5.0,21
伊力转债,110055,,伊力特,600197,食品饮料,110.08,-0.12,-0.38,15.19,-0.98,0.5,0.0,17.25,2.63,-11.9,88.06,25.0,0.0,5.31,3.31,13.1,11.5,8.8,0.93,0.40,0.82,-1.64,-1.86,87.96,89.65,16.21,105.86,4.0,105.86,22,16,0.50,-0.60,1.63,200,5.0,30
苏银转债,110053,,江苏银行,600919,金融,110.21,-0.41,0.06,6.93,-0.72,45,0.2,7.56,0.74,-8.3,91.67,20.2,0.0,5.31,0,25.0,22.9,200.0,1.55,0.90,1.42,0,0,0,97.42,16.45,113.88,-3.2,113.88,15,18,0.48,1.05,-0.04,300,4.0,70
浙商转债,113022,,浙商证券,601878,金融,106.36,-0.13,0.13,8.45,0.00,1.5,0.0,12.46,1.99,-32.2,67.82,56.8,0.0,5.30,0,12.4,8.4,35.0,0.65,0.29,0.58,0,0,0,89.69,6.12,95.81,11.0,95.81,37,18,0.25,-1.82,2.46,300,4.0,40
绝味转债,113529,,绝味食品,603517,食品饮料,158.52,-2.03,-0.02,45.4,-2.05,10,5.9,28.51,7.31,59.2,159.24,-0.5,0.0,5.30,3.30,0.4,0.7,1.1,-5.46,-6.01,-5.57,-11.3,-11.5,87.81,91.82,67.42,159.24,-0.5,159.24,2,16,1.00,1.10,0.91,200,5.0,21
视源转债,128059,,视源股份,002841,电子,123.005,-0.80,0.26,86.99,-0.70,3.7,0.3,75.72,12.62,14.9,114.88,7.1,0.0,5.30,3.30,1.7,1.9,9.4,-1.40,-1.87,-1.50,-4.83,-5.02,87.81,88.73,36.38,125.11,-1.7,125.11,15,16,0.78,0.87,0.70,200,5.0,19
中鼎转2,127011,,中鼎股份,000887,汽车,106.1,0.08,-0.24,7.92,-0.75,1.0,0.1,11.79,1.13,-32.8,67.18,57.9,0.0,5.29,3.29,12.4,8.3,12.0,1.69,1.14,1.58,-0.57,-0.80,89.51,92.14,5.27,97.41,8.9,97.41,32,17,0.21,-1.59,2.10,375,4.5,21
拓邦转债,128058,,拓邦股份,002139,电子,111.01,-0.63,1.09,4.89,1.03,6.2,1.0,5.54,2.12,-11.7,88.27,25.8,0.0,5.29,3.29,11.5,10.1,5.7,2.01,1.25,1.85,-1.64,-1.91,88.83,95.63,14.33,109.95,1.0,109.95,20,16,0.44,-0.09,0.98,200,5.0,29
博彦转债,128057,,博彦科技,002649,计算机及应用,110.53,-0.84,0.14,9.19,-0.97,7.9,1.2,8.81,1.85,4.3,104.31,6.0,0.0,5.29,3.29,11.8,12.4,5.7,1.21,0.61,1.09,-1.74,-1.97,85.37,87.05,30.43,117.48,-5.9,117.48,8,16,0.72,1.46,0.04,325,6.0,65
贵广转债,110052,,贵广网络,600996,传媒娱乐,116.49,0.15,1.71,8.41,2.94,6.2,0.4,8.04,1.95,4.6,104.60,11.4,0.0,5.29,3.29,17.3,18.1,15.3,0.41,-0.21,0.29,-3.18,-3.41,89.81,94.82,24.28,119.10,-2.2,119.10,16,16,0.63,0.89,0.40,375,4.5,29
万信转2,123021,,万达信息,300168,计算机及应用,129.29,-1.29,-0.94,17.49,-2.67,237,28.0,13.60,5.30,28.6,128.60,0.5,0.0,5.28,3.28,3.3,4.3,6.6,-1.70,-2.28,-1.82,-6.23,-6.42,87.90,91.91,45.62,137.52,-6.0,137.52,2,16,0.83,1.96,-0.17,200,5.0,37
中信转债,113021,,中信银行,601998,金融,107.79,-0.06,0.06,6.01,0.00,25,0.1,7.22,0.68,-16.8,83.24,29.5,0.0,5.28,0,13.6,11.3,400.0,1.96,1.31,1.83,0,0,0,97.37,10.87,108.24,-0.4,108.24,17,17,0.38,0.36,0.40,300,4.0,54
富祥转债,123020,,富祥股份,300497,医药,118.126,-0.16,-0.16,17.32,-0.40,1.8,0.4,14.93,3.70,16.0,116.01,1.8,0.0,5.27,3.27,8.0,9.3,3.8,0.48,-0.20,0.35,-3.57,-3.80,85.73,89.74,38.14,127.88,-7.6,127.88,2,16,0.78,2.03,-0.34,325,6.0,40
长城转债,113528,,长城科技,603897,机械装备制造,98.97,-0.13,0.28,17.28,0.47,1.7,0.3,24.03,1.74,-28.1,71.91,37.6,0.0,5.27,3.27,20.6,14.8,6.3,3.49,2.86,3.36,1.60,1.34,85.71,87.52,9.87,97.39,1.6,97.39,21,17,0.32,-0.48,1.13,325,6.0,48
今飞转债,128056,,今飞凯达,002863,汽车,98.954,-0.20,-0.23,5.33,-0.93,1.2,0.3,6.78,2.02,-21.4,78.61,25.9,0.0,5.27,3.27,18.3,14.4,3.7,4.09,3.35,3.94,1.70,1.42,82.03,83.90,17.08,100.98,-2.0,100.98,15,17,0.46,-0.13,1.04,275,7.5,63
 中转债,110051,, 中科技,600522,通信互联网,105,-0.48,0.30,8.18,-0.49,29,0.7,10.19,1.25,-19.7,80.27,30.8,0.0,5.27,3.27,15.8,12.7,39.7,1.66,1.15,1.56,-0.34,-0.55,89.38,91.07,10.40,101.48,3.5,101.48,22,16,0.38,-0.48,1.25,375,4.5,37
长青转2,128055,,长青股份,002391, 石油然气化工,114.514,-0.94,0.67,7.72,-0.39,10,1.0,7.41,1.28,4.2,104.18,9.9,0.0,5.27,3.27,22.0,22.9,9.1,0.17,-0.36,0.06,-2.80,-3.01,88.15,89.84,27.29,117.13,-2.2,117.13,15,16,0.69,0.83,0.56,200,5.0,34
中来转债,123019,,中来股份,300393,能源电力,110.1,-0.24,0.38,13.57,0.22,10,0.9,13.29,1.84,2.1,102.11,7.8,0.0,5.26,3.26,20.5,21.0,10.0,2.48,1.67,2.32,-1.44,-1.71,86.07,92.62,27.76,120.38,-8.5,120.38,7,18,0.62,1.92,-0.53,325,6.0,63
中宠转债,128054,,中宠股份,002891,农业,113.696,-0.26,0.49,22.66,0.31,0.7,0.3,22.28,4.63,1.7,101.71,11.8,0.0,5.23,3.23,5.0,5.1,1.9,0.32,-0.21,0.22,-2.63,-2.85,81.50,79.84,34.62,114.46,-0.7,114.46,17,16,0.77,0.11,1.42,275,7.5,30
尚荣转债,128053,,尚荣医疗,002551,医药,103.997,-0.03,0.78,4.54,1.34,3.1,0.4,4.89,1.37,-7.2,92.84,12.0,0.0,5.23,3.23,23.4,21.7,7.5,2.03,1.49,1.92,-0.06,-0.27,88.11,89.80,19.09,108.89,-4.5,108.89,12,16,0.56,1.17,0.02,200,5.0,73
