转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
维格转债,113527,,锦泓集团,603518,服装纺织,92,-0.47,0.56,6.55,0.61,7.9,1.2,10.52,0.69,-37.7,62.26,47.8,0.0,5.17,3.17,45.1,28.1,7.5,5.51,4.77,5.36,3.80,3.54,88.58,94.30,3.99,98.29,-6.4,98.29,2,18,0.15,1.35,-0.92,200,5.0,76
联泰转债,113526,,联泰环保,603797,城市公用设施,127.39,-0.09,0.65,10.95,0.55,2.1,0.8,8.72,2.63,25.6,125.57,1.4,0.0,5.17,3.17,6.3,7.9,2.2,-2.66,-3.03,-2.73,-6.06,-6.24,88.17,86.77,38.81,125.57,1.4,125.57,68,18,1.00,0.70,1.29,200,5.0,20
凯龙转债,128052,,凯龙股份,002783, 石油然气化工,159.256,0.51,0.25,10.6,0.76,11,8.2,6.77,2.31,56.6,156.57,1.7,0.0,5,3,2.1,3.3,0.8,-6.24,-6.73,-6.34,-12.2,-12.3,88.95,90.66,65.91,156.57,1.7,156.57,100,17,1.00,0.65,1.34,200,5.0,21
溢利转债,123018,,溢多利,300381,医药,112.001,-0.71,-0.94,8.31,-2.46,0.8,0.2,8.35,1.56,-0.5,99.52,12.5,0.0,5,3,10.6,10.6,3.9,0.59,0.04,0.48,-2.34,-2.56,86.11,86.32,27.39,113.71,-1.5,113.71,15,17,0.67,0.46,0.88,325,6.0,30
佳都转债,110050,,佳都科技,600728,计算机及应用,123,-0.43,-0.16,8.86,-0.78,2.1,0.3,7.89,3.12,12.3,112.29,9.5,0.0,5,3,4.5,5.1,6.6,-1.46,-1.96,-1.56,-5.15,-5.36,88.78,89.71,33.28,122.99,0.0,122.99,17,16,0.76,0.51,1.01,200,5.0,17
海尔转债,110049,,海尔智家,600690,家电,125.9,-1.31,0.11,17.85,-1.44,90,2.4,14.20,2.59,25.7,125.70,0.2,0.0,5,3,2.6,3.3,29.7,-2.67,-3.02,-2.74,-5.92,-6.10,91.26,90.51,42.89,133.40,-5.6,133.40,2,16,0.83,2.03,-0.24,300,4.0,29
台华转债,113525,,台华新材,603055,服装纺织,102.88,-0.21,-0.36,6.41,-1.54,1.4,0.3,8.11,1.90,-21.0,79.04,30.2,0.0,5,3,10.8,8.5,5.3,2.32,1.76,2.21,0.28,0.05,88.80,90.51,10.97,101.48,1.4,101.48,19,17,0.38,-0.18,0.93,200,5.0,11
奇精转债,113524,,奇精机械,603677,家电,102.07,0.03,-0.13,12.13,-0.25,1.0,0.3,14.56,2.39,-16.7,83.31,22.5,0.0,5,3,14.0,11.7,3.3,3.02,2.36,2.89,0.53,0.30,88.84,92.89,13.25,106.15,-3.8,106.15,14,18,0.41,0.89,-0.02,200,5.0,52
光华转债,128051,,光华科技,002741,电子,104.042,0.04,0.25,11.14,0.54,0.3,0.1, 12.72,3.45,-12.4,87.58,18.8,0.0,5,3,6.0,5.3,2.5,2.23,1.64,2.11,0.09,-0.17,86.67,87.01,18.95,105.96,-1.8,105.96,16,17,0.53,0.34,0.73,325,6.0,29
钧达转债,128050,,钧达股份,002865,汽车,104.237,-0.27,-0.36,20.36,-1.17,4.4,1.3,21.66,3.00,-6.0,94.00,10.9,0.0,5,3,13.0,12.2,3.2,3.60,2.76,3.43,0.06,-0.21,86.84,93.14,21.06,114.21,-8.7,114.21,6,18,0.53,1.90,-0.67,325,6.0,77
伟明转债,113523,,伟明环保,603568,城市公用设施,127.25,0.77,-0.08,22.29,0.81,11,2.3,17.47,5.67,27.6,127.59,-0.3,0.0,5,3,1.7,2.2,3.6,-1.97,-2.49,-2.08,-6.20,-6.40,88.89,90.60,45.50,136.10,-6.5,136.10,2,16,0.84,2.10,-0.27,200,5.0,23
福能转债,110048,,福能股份,600483,能源电力,118.8,0.35,0.04,9.08,0.55,0.4,0.0,8.48,1.18,7.1,107.08,10.9,0.0,5,3,20.1,21.5,28.3,-0.78,-1.28,-0.88,-4.16,-4.38,90.28,91.99,27.07,119.06,-0.2,119.06,17,16,0.69,0.57,0.82,375,4.5,12
华源转债,128049,,华源控股,002787,造纸包装印刷,99.712,-0.37,-0.08,6.13,-0.97,2.3,0.6,7.52,1.35,-18.5,81.52,22.3,0.0,5,3,21.0,17.1,4.0,3.08,2.49,2.96,1.36,1.11,86.65,86.99,15.76,102.76,-3.0,102.76,15,18,0.46,0.49,0.44,325,6.0,60
旭升转债,113522,,旭升股份,603305,汽车,116.96,-1.40,0.18,31.27,-1.88,7.6,1.5,29.60,8.68,5.6,105.64,10.7,0.0,5,3,3.4,3.5,4.2,0.58,-0.13,0.44,-3.74,-3.95,89.10,94.73,24.91,119.64,-2.2,119.64,14,16,0.65,0.82,0.49,200,5.0,26
XD山鹰转,110047,,山鹰纸业,600567,造纸包装印刷,112.5,2.09,0.06,3.33,3.74,67,2.6,3.34,1.10,-0.3,99.70,12.8,0.0,5.00,3.00,15.1,15.0,23.0,1.07,0.41,0.94,-2.53,-2.75,90.48,95.55,19.79,115.34,-2.5,115.34,14,16,0.57,0.89,0.29,375,4.5,51
寒锐转债,123017,,寒锐钴业,300618,有色金属,121.61,-1.19,1.70,62.17,0.66,8.4,1.6,57.49,10.40,8.1,108.14,12.5,0.0,4.998,2.998,2.6,2.8,4.4,-1.83,-2.22,-1.91,-4.99,-5.19,86.03,83.55,34.85,118.41,2.7,118.41,24,16,0.78,-0.15,1.71,325,6.0,30
圆通转债,110046,,圆通速递,600233,交通运输,121.31,-0.75,-0.60,12.04,-1.87,11,0.3,10.73,2.86,12.2,112.21,8.1,0.0,4.998,2.998,10.3,11.6,35.4,-0.98,-1.53,-1.09,-4.78,-5.01,90.26,93.27,30.35,123.62,-1.9,123.62,13,16,0.72,0.96,0.51,375,4.5,29
桐昆转债,113020,,桐昆股份,601233,服装纺织,117.73,-0.89,0.18,12.95,-1.07,10,0.3,12.51,1.34,3.5,103.52,13.7,0.0,4.99,2.99,14.5,15.0,34.8,-0.87,-1.33,-0.96,-4.08,-4.27,89.98,90.89,24.77,115.66,1.8,115.66,20,16,0.67,0.11,1.22,375,4.5,22
特发转债,127008,,特发信息,000070,通信互联网,196.12,0.57,1.46,11.03,2.04,40,26.4,5.61,3.37,96.6,196.61,-0.3,0.0,3.99,1.99,0.9,1.7,0.8,-13.4,-13.8,-13.5,-19.5,-19.6,91.73,91.69,104.93,196.61,-0.3,196.61,100,17,1.00,1.05,0.95,200,5.0,24
科森转债,113521,,科森科技,603626,通信互联网,104.71,-0.58,-0.50,8.37,-1.88,13,2.0,8.70,2.16,-3.8,96.21,8.8,0.0,4.99,2.99,17.6,17.0,6.1,1.97,1.41,1.86,-0.36,-0.58,88.90,90.75,21.95,112.70,-7.1,112.70,8,18,0.58,1.81,-0.52,200,5.0,68
张行转债,128048,,张家港行,002839,金融,111.31,-0.26,-0.23,5.63,-0.88,1.8,0.1,5.91,1.03,-4.7,95.26,16.8,0.0,4.98,0,24.6,23.4,25.0,0.47,-0.03,0.37,0,0,0,91.87,19.98,111.85,-0.5,111.85,18,18,0.55,0.46,0.66,375,4.5,37
百合转债,113520,,梦百合,603313,其他,128.25,1.67,0.22,18.39,2.17,17,3.4,14.28,2.96,28.8,128.78,-0.4,0.0,4.96,2.96,6.6,8.5,3.9,-2.18,-2.70,-2.28,-6.66,-6.86,86.41,86.76,50.17,136.93,-6.3,136.93,2,16,0.88,1.99,-0.13,325,6.0,15
洲明转债,123016,,洲明科技,300232,电子,116.692,-0.35,0.89,8.28,0.73,2.0,0.4,7.82,2.85,5.9,105.88,10.2,0.0,4.96,2.96,6.2,6.5,4.7,-0.25,-0.79,-0.36,-3.71,-3.93,86.67,86.88,31.03,117.92,-1.0,117.92,17,16,0.74,0.47,1.00,325,6.0,17
长久转债,113519,,长久物流,603569,交通运输,107.33,-0.12,0.20,10.15,0.20,1.2,0.2,11.85,2.36,-14.3,85.65,25.3,0.0,4.96,2.96,12.3,10.5,7.0,2.34,1.62,2.19,-1.14,-1.35,89.07,94.71,12.83,107.54,-0.2,107.54,18,17,0.41,0.14,0.68,200,5.0,20
利尔转债,128046,,利尔化学,002258, 石油然气化工,102.932,-0.03,0.07,11.81,0.25,7.4,0.8,18.62,2.01,-36.6,63.43,62.3,0.0,4.90,2.90,13.8,8.7,8.5,1.94,1.44,1.84,0.15,-0.07,89.13,89.28,3.79,93.07,10.6,93.07,36,16,0.16,-1.89,2.35,200,5.0,15
顾家转债,113518,,顾家家居,603816,其他,120.04,-1.34,0.93,39.54,-0.58,21,1.6,36.57,4.66,8.1,108.12,11.0,0.0,4.81,2.81,4.6,5.0,11.0,-0.92,-1.47,-1.03,-4.93,-5.14,89.55,91.28,28.32,119.60,0.4,119.60,19,16,0.71,0.38,1.04,200,5.0,16
机电转债,128045,,中航机电,002013, 航空航,113.15,-0.22,0.76,6.5,1.25,7.2,0.3,7.63,2.53,-14.8,85.19,32.8,0.0,4.76,2.76,9.0,7.6,21.0,-0.64,-1.02,-0.72,-3.08,-3.29,92.17,91.41,11.61,103.02,9.8,103.02,33,16,0.43,-1.44,2.40,300,4.0,15
岭南转债,128044,,岭南股份,002717,城市公用设施,99.971,-0.33,0.33,4.55,0.00,2.9,0.4, 5.92,1.51,-23.1,76.86,30.1,0.0,4.73,2.73,9.4,7.2,6.6,2.44,1.96,2.34,1.15,0.92,89.80,89.16,9.07,98.22,1.8,98.22,20,16,0.33,-0.24,0.90,200,5.0,46
蓝盾转债,123015,,蓝盾股份,300297,计算机及应用,112.023,0.20,0.37,5.64,1.99,4.0,3.6, 5.79,1.43,-2.6,97.41,15.0,0.0,4.73,2.73,1.4,1.4,1.0,0.17,-0.33,0.07,-2.75,-2.97,89.91,90.06,10.92,100.98,10.9,100.98,100,16,0.29,-1.56,2.23,200,5.0,23
曙光转债,113517,,中科曙光,603019,计算机及应用,114.37,-0.36,0.59,34.04,0.41,7.5,0.6,36.53,8.01,-6.8,93.18,22.7,0.0,4.71,2.71,3.6,3.4,11.2,-0.28,-0.77,-0.38,-3.48,-3.70,89.99,90.14,18.13,108.28,5.6,108.28,26,16,0.56,-0.83,2.00,200,5.0,13
东音转债,128043,,东音股份,002793,机械装备制造,190.78,2.79,0.02,12.45,2.81,21,7.1, 6.55,4.66,90.1,190.08,0.4,0.0,4.70,2.70,3.5,6.7,1.6,-10.4,-10.8,-10.5,-12.6,-12.7,87.68,88.03,102.05,190.08,0.4,190.08,72,17,1.00,0.92,1.07,325,6.0,17
苏农转债,113516,,苏农银行,603323,金融,107.43,-0.07,0.17,5.01,0.20,0.7,0.0,5.67,0.81,-11.6,88.36,21.6,0.0,4.70,0,14.3,12.6,12.9,1.51,0.92,1.39,0,0,0,94.01,14.28,108.29,-0.8,108.29,18,18,0.45,0.45,0.46,375,4.5,31
凯发转债,123014,,凯发电气,300407,能源电力,107.583,-0.56,0.49,7.38,-0.14,0.2,0.2,8.14,1.78,-9.3,90.66,18.7,0.0,3.68,1.68,5.2,4.7,1.2,0.39,-0.08,0.29,-2.94,-3.12,89.17,83.92,20.68,104.60,2.9,104.60,25,18,0.56,-0.55,1.69,275,7.5,21
凯中转债,128042,,凯中精密,002823,能源电力,101.2,-0.10,-0.32,8.38,-2.67,0.4,0.1,13.01,2.03,-35.6,64.41,57.1,0.0,4.69,2.69,17.2,11.0,4.2,3.18,2.52,3.05,0.76,0.53,90.08,93.41,3.66,97.07,4.3,97.07,26,17,0.15,-0.82,1.13,200,5.0,43
横河转债,123013,,横河模具,300539,机械装备制造,101.072,-0.57,0.51,6.91,-0.14,0.1,0.3,9.22,3.17,-25.1,74.95,34.9,0.0,4.68,2.68,2.5,1.9,0.4,3.06,2.42,2.93,1.08,0.79,85.02,83.41,13.28,96.69,4.5,96.69,26,17,0.38,-1.13,1.95,275,7.5,24
高能转债,113515,,高能环境,603588,城市公用设施,114.98,-0.29,-2.84,9.31,-4.90,5.1,0.6,9.33,2.14,-0.2,99.79,15.2,0.0,4.68,2.68,11.3,11.3,7.1,-0.40,-0.89,-0.50,-3.70,-3.91,90.12,90.27,22.52,112.80,1.9,112.80,15,16,0.64,-0.02,1.30,200,5.0,19
万顺转债,123012,,万顺新材,300057,造纸包装印刷,114.405,-0.60,-0.77,5.7,-1.89,0.4,0.3,5.36,1.15,6.3,106.34,7.6,0.0,4.66,2.66,3.5,3.7,1.3,-0.68,-1.10,-0.76,-3.55,-3.77,87.83,85.00,33.07,118.07,-3.1,118.07,12,18,0.73,1.01,0.47,325,6.0,23
威帝转债,113514,,威帝股份,603023,汽车,102.52,-0.30,0.19,4.19,-0.24,0.4,0.3,4.85,2.83,-13.6,86.39,18.7,0.0,3.66,1.66,7.2,6.2,1.3,2.25,1.68,2.14,-0.36,-0.56,89.30,85.58,16.88,102.46,0.1,102.46,20,18,0.49,-0.08,1.05,275,7.5,49
德尔转债,123011,,德尔股份,300473,汽车,111.245,-0.09,0.22,38.77,0.18,13,2.6,34.66,2.12,11.9,111.86,-0.5,0.0,4.66,2.66,11.6,13.0,4.7,1.13,0.47,1.00,-2.52,-2.76,88.06,89.79,33.82,123.61,-10.0,123.61,2,17,0.75,2.61,-0.87,325,6.0,64
盛路转债,128041,,盛路通信,002446,通信互联网,145.854,0.21,0.09,10,0.30,3.0,2.7,6.85,2.45,46.0,145.99,-0.1,0.0,4.65,2.65,0.8,1.2,0.8,-5.07,-5.60,-5.17,-11.4,-11.6,90.33,92.07,53.91,145.99,-0.1,145.99,53,16,1.00,1.02,0.98,200,5.0,10
海澜转债,110045,,海澜之家,600398,服装纺织,100.04,-0.22,0.33,7.87,0.64,1.2,0.0,12.02,2.75,-34.5,65.47,52.8,0.0,4.64,2.64,8.5,5.6,29.5,2.42,1.94,2.32,0.88,0.70,90.68,91.26,3.32,94.58,5.8,94.58,29,16,0.17,-1.02,1.37,375,4.5,42
博世转债,123010,,博世科,300422,城市公用设施,101.841,-0.25,0.70,10.22,0.99,1.6,0.4, 12.38,2.24,-17.4,82.55,23.4,0.0,4.62,2.62,11.8,9.8,4.3,2.30,1.77,2.20,0.55,0.31,88.05,86.73,14.63,101.36,0.5,101.36,20,17,0.45,-0.10,1.00,325,6.0,49
湖广转债,127007,,湖北广电,000665,传媒娱乐,107.46,-1.24,1.61,4.87,0.83,4.6,0.3, 5.61,0.72,-13.2,86.81,23.8,0.0,4.60,2.60,28.1,24.4,13.2,1.14,0.61,1.04,-1.33,-1.58,91.85,92.78,13.04,105.82,1.6,105.82,23,17,0.45,-0.03,0.92,375,4.5,23
广电转债,110044,,广电网络,600831,传媒娱乐,131.82,1.56,1.49,8.96,3.58,25,23.4,6.90,1.66,29.9,129.86,1.5,0.0,4.60,2.60,1.3,1.7,0.8,-3.37,-3.85,-3.47,-8.48,-8.69,90.47,90.63,47.20,137.83,-4.4,137.83,2,17,0.85,1.64,0.13,200,5.0,9
千禾转债,113511,,千禾味业,603027,食品饮料,125.61,-0.88,-0.50,22.45,-1.62,3.2,1.4,18.31,7.07,22.6,122.61,2.4,0.0,4.58,2.58,1.8,2.2,1.9,-2.36,-2.85,-2.46,-6.93,-7.14,88.16,86.84,43.90,130.74,-3.9,130.74,2,16,0.85,1.42,0.34,325,6.0,35
再升转债,113510,,再升科技,603601,城市公用设施,104.55,-0.43,0.13,6.62,-1.49,0.0,0.0,8.59,3.41,-22.9,77.07,35.7,0.0,4.58,0.58,2.5,1.9,1.1,1.73,1.20,1.62,-4.85,-5.04,96.51,86.95,12.63,99.58,5.0,99.58,27,17,0.20,-0.82,1.23,325,6.0,32
华通转债,128040,,华通医药,002758,医药,107.85,-0.02,0.80,10.7,1.33,1.4,0.6,11.37,3.57,-5.9,94.11,14.6,0.0,4.56,2.56,9.9,9.3,2.2,1.03,0.51,0.92,-1.55,-1.78,88.34,87.02,22.67,109.69,-1.7,109.69,18,18,0.59,0.47,0.72,325,6.0,56
三力转债,128039,,三力士,002224,机械装备制造,109.8,-0.56,0.68,6.07,0.17,7.9,2.8, 5.83,2.00,4.1,104.12,5.5,0.0,4.55,2.55,6.0,6.2,2.6,0.10,-0.32,0.02,-2.33,-2.54,88.11,85.06,30.14,115.19,-4.7,115.19,12,17,0.72,1.34,0.16,325,6.0,21
新泉转债,113509,,新泉股份,603179,汽车,112,0.72,-0.12,17.43,1.10,3.6,0.7, 18.89,2.61,-7.7,92.27,21.4,0.0,4.53,2.53,11.3,10.5,4.5,-0.24,-0.68,-0.33,-2.97,-3.20,90.66,89.20,18.44,107.65,4.0,107.65,24,17,0.55,-0.50,1.61,200,5.0,21
新凤转债,113508,,新凤鸣,603225,服装纺织,103.32,-0.30,0.14,11.71,-0.76,0.5,0.0,16.83,1.58,-30.4,69.58,48.5,0.0,4.43,2.43,15.4,10.7,21.5,2.04,1.50,1.93,-0.01,-0.26,91.13,91.28,4.91,96.19,7.4,96.19,30,16,0.21,-1.34,1.82,200,5.0,27
金农转债,128036,,金新农,002548,农业,110.288,-0.46,0.46,8.88,0.00,2.4,1.5,9.62,2.29,-7.7,92.31,19.5,0.0,4.30,2.30,3.8,3.5,1.5,0.13,-0.34,0.04,-2.61,-2.87,89.72,86.83,13.39,100.22,10.0,100.22,100,17,0.07,-1.71,1.93,325,6.0,23
利欧转债,128038,,利欧股份,002131,传媒娱乐,126.609,0.72,0.71,2.13,1.43,5.9,2.6, 1.72,1.75,23.8,123.84,2.2,0.0,4.33,2.33,1.3,1.6,1.8,-2.48,-3.03,-2.59,-7.89,-8.11,91.56,92.52,31.32,123.84,2.2,123.84,81,16,1.00,0.54,1.45,200,5.0,36
岩土转债,128037,,中化岩土,002542,建筑,95.365,-0.14,0.13,3.68,-0.81,0.9,0.1,8.01,1.72,-54.1,45.94,108,0.0,4.31,2.31,9.0,4.1,6.0,4.05,3.48,3.94,3.31,3.03,91.64,91.80,0.65,92.45,3.2,92.45,34,16,0.01,-0.60,0.62,200,5.0,58
敖东转债,127006,,吉林敖东,000623,金融,104.3,-0.19,0.31,15.57,0.45,1.1,0.0,20.62,0.84,-24.5,75.51,38.1,0.0,4.31,2.31,13.3,10.0,24.1,0.91,0.54,0.84,-0.88,-1.04,91.61,89.92,7.21,97.14,7.4,97.14,30,16,0.27,-1.21,1.80,375,4.5,45
长证转债,127005,,长江证券,000783,金融,115.225,0.15,-0.02,6.31,0.32,11,0.2,7.43,1.30,-15.1,84.93,35.7,0.0,4.30,0,14.3,12.2,50.0,-1.16,-1.57,-1.24,0,0,0,92.98,11.49,104.47,10.3,104.47,32,18,0.42,-1.52,2.47,300,4.0,32
星源转债,123009,,星源材质,300568,汽车,110.68,-1.13,0.45,23.82,-1.37,10,1.9,26.64,2.26,-10.6,89.41,23.8,0.0,4.29,2.29,8.7,7.8,4.8,-0.08,-0.53,-0.17,-2.89,-3.12,91.52,89.84,15.69,105.53,4.9,105.53,26,17,0.50,-0.67,1.69,200,5.0,12
杭电转债,113505,,杭电股份,603618,能源电力,99.67,0.05,-0.05,5.24,0.00,1.3,0.2,7.24,1.47,-27.6,72.38,37.7,0.0,4.29,2.29,20.7,15.0,7.5,2.99,2.42,2.88,1.48,1.21,91.75,91.91,5.62,97.53,2.2,97.53,21,16,0.24,-0.36,0.84,200,5.0,52
艾华转债,113504,,艾华集团,603989,电子,108.31,-0.28,0.05,18.74,-0.48,0.1,0.0, 21.43,3.67,-12.6,87.45,23.9,0.0,4.28,2.28,9.5,8.3,6.9,0.54,0.07,0.45,-1.94,-2.19,91.80,90.33,13.65,103.98,4.2,103.98,23,16,0.47,-0.55,1.50,200,5.0,20
玲珑转债,113019,,玲珑轮胎,601966,汽车,126.5,-1.12,0.07,21.39,-1.43,8.6,0.3,18.55,2.49,15.3,115.31,9.7,0.0,3.27,1.27,7.8,9.0,20.0,-3.43,-4.12,-3.57,-12.9,-13.0,95.53,98.03,25.46,123.49,2.4,123.49,22,16,0.73,0.14,1.32,375,4.5,15
大族转债,128035,,大族激光,002008,机械装备制造,108.414,-0.18,0.12,34.81,-0.54,4.8,0.2,52.30,4.54,-33.4,66.56,62.9,0.0,4.21,2.21,6.2,4.1,23.0,-0.00,-0.38,-0.08,-1.43,-1.81,94.45,90.31,5.68,95.99,12.9,95.99,42,16,0.11,-2.23,2.62,375,4.5,34
无锡转债,110043,,无锡银行,600908,金融,103.71,0.11,-0.03,5.32,0.19,12,0.4, 6.52,0.92,-18.4,81.60,27.1,0.0,4.19,0,30.5,24.9,30.0,1.35,0.91,1.26,0,0,0,91.43,10.36,101.80,1.9,101.80,22,18,0.39,-0.16,0.93,375,4.5,61
江银转债,128034,,江阴银行,002807,金融,107.83,-0.04,0.04,4.35,0.00,2.6,0.1, 4.68,0.86,-7.1,92.95,16.0,0.0,4.18,0,18.6,17.3,17.6,0.40,-0.03,0.31,0,0,0,91.48,16.79,108.27,-0.4,108.27,19,18,0.53,0.45,0.62,375,4.5,54
道氏转债,123007,,道氏技术,300409,建筑,103.74,-0.45,0.24,11.09,-0.81,12,3.8, 15.05,2.18,-26.3,73.69,40.8,0.0,4,2,6.0,4.4,3.0,1.93,1.38,1.82,-0.09,-0.39,90.88,88.72,7.82,96.54,7.5,96.54,30,16,0.26,-1.38,1.97,325,6.0,21
迪龙转债,128033,,雪迪龙,002658,城市公用设施,100.3,-0.10,0.17,6.49,0.31,0.3,0.1, 8.93,1.98,-27.3,72.68,38.0,0.0,4,2,13.2,9.6,5.2,2.40,1.91,2.30,1.21,0.94,92.38,90.69,6.69,97.38,3.0,97.38,24,17,0.23,-0.46,0.92,200,5.0,51
吉视转债,113017,,吉视传媒,601929,传媒娱乐,98.33,-0.53,0.69,2.04,0.99,5.8,0.4,2.95,0.94,-30.8,69.15,42.2,0.0,4,2,24.6,17.0,15.6,2.90,2.41,2.81,2.11,1.84,93.37,92.45,4.19,96.63,1.8,96.63,23,16,0.17,-0.24,0.57,375,4.5,31
航电转债,110042,,中航电子,600372, 航空航,114.69,-0.05,1.10,13.4,1.98,4.5,0.2,14.18,3.23,-5.5,94.50,21.4,0.0,4,2,10.2,9.6,24.0,-1.08,-1.52,-1.17,-4.57,-4.83,94.63,93.86,15.06,108.92,5.3,108.92,27,16,0.53,-0.54,1.62,300,4.0,15
蒙电转债,110041,,内蒙华电,600863,能源电力,114.48,-0.11,0.48,2.54,0.79,3.1,0.1,2.82,1.27,-9.9,90.07,27.1,0.0,4,2,12.7,11.4,18.7,-0.79,-1.28,-0.89,-4.47,-4.74,94.76,94.84,11.96,106.80,7.2,106.80,26,16,0.46,-0.96,1.92,300,4.0,11
双环转债,128032,,双环传动,002472,机械装备制造,95.499,0.03,-0.04,5.16,-0.39,0.8,0.1,9.93,1.03,-48.0,51.96,83.8,0.0,4,2,28.2,14.7,10.0,3.78,3.26,3.68,3.58,3.27,92.63,91.16,2.24,93.40,2.2,93.40,29,16,0.02,-0.43,0.46,200,5.0,39
 康转债,128030,, 康生物,002100,农业,159.9,-4.25,1.44,12.46,-2.81,58,19.5,8.05,3.33,54.8,154.78,3.3,0.0,4,2,1.4,2.1,1.8,-8.34,-8.83,-8.44,-13.5,-13.6,92.66,92.83,61.95,154.78,3.3,154.78,100,16,1.00,0.33,1.66,200,5.0,11
太阳转债,128029,,太阳纸业,002078,造纸包装印刷,125.991,2.52,-0.48,9.24,3.01,6.5,0.4,8.65,1.75,6.8,106.82,17.9,0.0,3,1,5.0,5.3,12.0,-4.84,-5.31,-4.93,-15.1,-15.3,96.06,94.71,20.38,115.09,9.5,115.09,33,16,0.68,-1.18,2.63,375,4.5,10
赣锋转债,128028,,赣锋锂业,002460,有色金属,107,-0.28,0.18,25.04,-1.34,2.7,0.3,42.28,4.09,-40.8,59.22,80.7,0.0,4,2,2.9,1.7,9.3,0.65,0.19,0.56,-1.89,-2.10,91.99,90.31,3.21,93.52,14.4,93.52,51,17,0.07,-2.47,2.85,200,5.0,20
铁汉转债,123004,,铁汉生态,300197,城市公用设施,99.584,-0.32,0.32,3,0.00,0.6,0.1, 3.98,1.09,-24.6,75.38,32.1,0.0,4,2,11.8,8.9,8.3,2.60,2.10,2.50,1.56,1.28,92.49,90.80,6.42,97.23,2.4,97.23,21,15,0.25,-0.35,0.85,200,5.0,41
泰晶转债,113503,,泰晶科技,603738,电子,112.05,-0.12,0.00,16.02,-0.25,4.0,5.6,17.90,3.70,-10.5,89.50,25.2,0.0,4,2,2.4,2.1,0.6,0.19,-0.39,0.07,-3.57,-3.85,92.85,93.02,13.31,106.33,5.4,106.33,25,16,0.48,-0.78,1.77,200,5.0,31
众兴转债,128026,,众兴菌业,002772,农业,93.338,-0.30,0.26,6.56,-1.06,3.9,0.5, 11.54,1.00,-43.2,56.85,64.2,0.0,4,2,38.1,21.7,9.2,4.45,3.91,4.34,4.76,4.44,90.96,88.04,3.90,91.94,1.5,91.94,25,16,0.04,-0.30,0.37,325,6.0,63
蓝思转债,123003,,蓝思科技,300433,电子,132.72,-1.54,0.42,13.93,-1.28,132,4.4, 10.44,3.20,33.4,133.43,-0.5,0.0,4,2,3.9,5.2,22.4,-4.55,-4.99,-4.64,-10.9,-11.1,93.58,92.66,46.97,139.62,-4.9,139.62,2,16,0.88,1.89,-0.04,375,4.5,38
特一转债,128025,,特一药业,002728,医药,109.012,-0.19,0.14,16.19,-0.06,2.0,0.5, 15.45,3.09,4.8,104.79,4.0,0.0,4,2,10.4,10.9,3.4,0.30,-0.18,0.20,-2.54,-2.80,90.74,87.61,28.13,115.74,-5.8,115.74,8,17,0.71,1.63,-0.12,325,6.0,34
亚太转债,128023,,亚太股份,002284,汽车,94.458,-0.34,0.31,4.56,-2.77,0.9,0.1,10.34,1.33,-55.9,44.10,114,0.0,4,2,29.7,13.1,10.0,4.60,3.98,4.48,4.19,3.88,92.89,93.06,0.42,93.48,1.1,93.48,30,17,0.01,-0.20,0.21,200,5.0,60
众信转债,128022,,众信旅游,002707,旅游餐饮酒店,100.3,-0.22,0.32,5.44,0.55,4.9,0.7, 7.91,2.09,-31.2,68.77,45.8,0.0,4,2,14.6,10.1,7.0,2.44,1.94,2.34,1.25,0.98,92.70,91.01,5.24,96.25,4.2,96.25,28,17,0.18,-0.74,1.10,200,5.0,19
兄弟转债,128021,,兄弟科技,002562,医药,108,-3.30,2.87,4.83,-0.82,0.3,0.0, 5.25,2.00,-8.0,92.00,17.4,0.0,4,2,11.6,10.7,5.1,0.54,0.06,0.44,-2.15,-2.41,92.74,91.05,15.51,106.56,1.4,106.56,24,16,0.52,0.02,1.02,200,5.0,23
国祯转债,123002,,国祯环保,300388,城市公用设施,120.978,-0.43,0.51,9.94,0.10,16,2.6, 8.60,2.02,15.6,115.58,4.7,0.0,4,2,7.4,8.6,5.0,-2.32,-2.78,-2.42,-7.18,-7.42,92.79,91.10,32.82,123.92,-2.4,123.92,14,16,0.79,1.14,0.46,200,5.0,10
水晶转债,128020,,水晶光电,002273,电子,123.511,0.16,-0.43,13.64,-0.37,6.0,0.4, 12.23,3.85,11.5,111.53,10.7,0.0,3.99,1.99,7.3,8.1,11.2,-2.65,-3.14,-2.75,-8.52,-8.69,91.88,91.69,28.39,120.08,2.9,120.08,22,16,0.74,-0.02,1.51,200,5.0,23
济川转债,110038,,济川药业,600566,医药,106.31,-0.25,0.25,23.18,0.09,0.2,0.0,38.81,3.31,-40.3,59.73,78.0,0.0,2.98,0.98,3.3,2.0,6.3,0.63,0.10,0.53,-4.34,-4.51,95.57,93.79,0.74,94.53,12.5,94.53,48,15,0.01,-2.22,2.38,200,5.0,26
